"County","County Name","Office Name","Office District","Candidate Name ","Party","Winner","Congressional District 1","Congressional District 2","Congressional District 3","Congressional District 4","Congressional District 5","Congressional District 6","Congressional District 7","Congressional District 8" 
"20","Somerset County","REP Cent Committee","","Suzanne Tawes Smith","REP","Y","1047","0","0","0","0","0","0","0" 
"20","Somerset County","REP Cent Committee","","Ricky Thomas","REP","Y","1192","0","0","0","0","0","0","0" 
"20","Somerset County","REP Cent Committee","","Tammy Chaffey Truitt","REP","Y","1118","0","0","0","0","0","0","0" 
"20","Somerset County","REP Cent Committee","","George Michael Tull","REP","Y","954","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Jason S. Bell","REP","Y","2190","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Alissa M. Bramble","REP","Y","2219","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Paul A. Duggan","REP","Y","2068","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Gary Judy","REP","Y","2071","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Mary Eileen Russell","REP","Y","2067","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Larry E. Schuyler","REP","Y","2117","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Danae E. Stark","REP","Y","1977","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Shari S. Wilcoxon","REP","Y","2126","0","0","0","0","0","0","0" 
"21","Talbot County","REP Cent Committee","","Greg Yablonski","REP","Y","1989","0","0","0","0","0","0","0" 
"22","Washington County","REP Cent Committee","","Nancy S. Allen","REP","Y","0","0","0","0","0","5242","0","0" 
"22","Washington County","REP Cent Committee","","Michael E. Barnes","REP","Y","0","0","0","0","0","5749","0","0" 
"22","Washington County","REP Cent Committee","","Lisa Breeden","REP","Y","0","0","0","0","0","4215","0","0" 
"22","Washington County","REP Cent Committee","","Matthew R. Claggett","REP","Y","0","0","0","0","0","4311","0","0" 
"22","Washington County","REP Cent Committee","","James E. Coyle","REP","Y","0","0","0","0","0","4620","0","0" 
"22","Washington County","REP Cent Committee","","Beth Zentmeyer Harvey","REP","Y","0","0","0","0","0","4805","0","0" 
"22","Washington County","REP Cent Committee","","Marc Mignogna","REP","","0","0","0","0","0","3225","0","0" 
"22","Washington County","REP Cent Committee","","Joshua Miller","REP","Y","0","0","0","0","0","4998","0","0" 
"22","Washington County","REP Cent Committee","","Michael Lynn Sprecher, III","REP","Y","0","0","0","0","0","4420","0","0" 
"22","Washington County","REP Cent Committee","","Deborah Steenburg","REP","Y","0","0","0","0","0","4126","0","0" 
"22","Washington County","REP Cent Committee","","Mam Malick Thiam","REP","","0","0","0","0","0","2363","0","0" 
"23","Wicomico County","REP Cent Committee","","Wendy Anspacher","REP","","1538","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Susan W. Beauchamp","REP","Y","3677","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Susan M. Bounds","REP","Y","2712","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","John T. Cannon","REP","Y","2877","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","James Dahlen","REP","","937","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","David Ennis","REP","Y","2331","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Taylor Beauchamp Evans","REP","","2073","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Ralph C. Giordano, Jr.","REP","Y","2486","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Mike Goldberg","REP","","1250","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Jeff E. Merritt","REP","Y","2275","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Pete Peterman","REP","Y","2097","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Jane E. Reagan","REP","","1739","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Cory Shaffer","REP","","1898","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Casey D. Taylor","REP","","1190","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Howard F. Travers, Jr.","REP","","1903","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Joe White","REP","Y","2669","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","Danny Winn","REP","","1714","0","0","0","0","0","0","0" 
"23","Wicomico County","REP Cent Committee","","James Winn","REP","Y","2840","0","0","0","0","0","0","0" 
"24","Worcester County","REP Cent Committee","","Thomas A. Babcock","REP","Y","3384","0","0","0","0","0","0","0" 
"24","Worcester County","REP Cent Committee","","Alan H. Hudson","REP","Y","3337","0","0","0","0","0","0","0" 
"24","Worcester County","REP Cent Committee","","Linda A. Moran","REP","Y","3387","0","0","0","0","0","0","0" 
"24","Worcester County","REP Cent Committee","","Janice Finnerty Novak","REP","Y","3092","0","0","0","0","0","0","0" 
"24","Worcester County","REP Cent Committee","","Susan H. Ostrowski","REP","Y","3311","0","0","0","0","0","0","0" 
"24","Worcester County","REP Cent Committee","","Carl B. Smith","REP","Y","3132","0","0","0","0","0","0","0" 
"24","Worcester County","REP Cent Committee","","Harry Walter Wimbrow","REP","Y","3380","0","0","0","0","0","0","0" 
"17","Prince George's County","REP Cent Committee","22","Michael Adam","REP","Y","0","0","0","323","0","0","0","0" 
"17","Prince George's County","REP Cent Committee","22","Alexander H. Rauda","REP","Y","0","0","0","283","0","0","0","0" 
"17","Prince George's County","REP Cent Committee","23","Jesse A. Peed","REP","Y","0","0","0","71","612","0","0","0" 
"17","Prince George's County","REP Cent Committee","23","Kimberly Simmons Robinson","REP","Y","0","0","0","77","613","0","0","0" 
"17","Prince George's County","REP Cent Committee","24","T. E. Wills","REP","Y","0","0","0","194","67","0","0","0" 
"17","Prince George's County","REP Cent Committee","26","JoAnn Y. Fisher","REP","Y","0","0","0","257","57","0","0","0" 
"17","Prince George's County","REP Cent Committee","26","Ike Puzon","REP","Y","0","0","0","264","52","0","0","0" 
"17","Prince George's County","REP Cent Committee","47","Joshua M. Knaak","REP","Y","0","0","0","183","0","0","0","0" 
"17","Prince George's County","REP Cent Committee","47","Fred M. Price, Jr.","REP","Y","0","0","0","185","0","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","001","Michael ""Mike"" Burns","REP","Y","0","0","1655","0","11","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","001","Hunter J. Voss","REP","Y","0","0","1480","0","9","0","0","0" 
"03","Baltimore City","REP Cent Committee","001","Blanca E. Tapahuasco","REP","Y","0","0","0","0","0","0","217","0" 
"04","Baltimore County","REP Cent Committee","001","Jan Watson Grim","REP","Y","0","561","0","0","0","0","1065","0" 
"04","Baltimore County","REP Cent Committee","001","Ray Smith","REP","Y","0","579","0","0","0","0","1102","0" 
"02","Anne Arundel County","REP Cent Committee","002","Colin McEvers","REP","Y","0","0","1812","0","0","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","002","Mary Phelps","REP","Y","0","0","1874","0","0","0","0","0" 
"03","Baltimore City","REP Cent Committee","002","Toria White","REP","Y","0","0","0","0","0","0","136","0" 
"03","Baltimore City","REP Cent Committee","002","Andy Zipay","REP","Y","0","0","0","0","0","0","142","0" 
"04","Baltimore County","REP Cent Committee","002","James Amos","REP","Y","0","661","0","0","0","0","178","0" 
"04","Baltimore County","REP Cent Committee","002","Alfred Mendelsohn","REP","Y","0","653","0","0","0","0","175","0" 
"04","Baltimore County","REP Cent Committee","002","Charlene Merrill","REP","Y","0","664","0","0","0","0","164","0" 
"02","Anne Arundel County","REP Cent Committee","003","Faith Loudon","REP","Y","0","0","2943","0","0","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","003","Robin Sirkel","REP","","0","0","1522","0","0","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","003","Chuck Thompson","REP","Y","0","0","2511","0","0","0","0","0" 
"04","Baltimore County","REP Cent Committee","003","Chike Anyanwu","REP","Y","0","612","0","0","0","0","12","0" 
"04","Baltimore County","REP Cent Committee","003","Ronald J. Calabrese","REP","Y","0","690","0","0","0","0","9","0" 
"04","Baltimore County","REP Cent Committee","003","Timothy Lloyd Tilghman","REP","Y","0","694","0","0","0","0","8","0" 
"02","Anne Arundel County","REP Cent Committee","004","Tracy Mathews","REP","Y","0","0","25","0","1159","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","004","Kim Mills","REP","Y","0","0","26","0","1166","0","0","0" 
"03","Baltimore City","REP Cent Committee","004","Megan Hicks","REP","Y","0","26","0","0","0","0","71","0" 
"04","Baltimore County","REP Cent Committee","004","John C. Gordon","REP","Y","0","879","0","0","0","0","131","0" 
"04","Baltimore County","REP Cent Committee","004","Alec Posner","REP","Y","0","849","0","0","0","0","128","0" 
"04","Baltimore County","REP Cent Committee","004","Neil S. Posner","REP","Y","0","854","0","0","0","0","123","0" 
"02","Anne Arundel County","REP Cent Committee","005","Susan McConkey","REP","Y","0","0","2205","0","110","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","005","James H. McNeill","REP","Y","0","0","1712","0","110","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","005","Rob Seyfferth","REP","","0","0","945","0","37","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","005","Daniel C. Smith","REP","","0","0","1129","0","53","0","0","0" 
"03","Baltimore City","REP Cent Committee","005","Michael Carney","REP","Y","0","43","0","0","0","0","178","0" 
"03","Baltimore City","REP Cent Committee","005","Lasandra D. Hart","REP","Y","0","36","0","0","0","0","146","0" 
"03","Baltimore City","REP Cent Committee","005","Sheikh S. Selim","REP","","0","9","0","0","0","0","36","0" 
"04","Baltimore County","REP Cent Committee","005","Patricia R. Fallon","REP","Y","806","2957","0","0","0","0","0","0" 
"04","Baltimore County","REP Cent Committee","005","Craig A. Lewis","REP","Y","772","2903","0","0","0","0","0","0" 
"04","Baltimore County","REP Cent Committee","005","Angela Sudano-Marcellino","REP","","522","1716","0","0","0","0","0","0" 
"04","Baltimore County","REP Cent Committee","005","Adam Wood","REP","Y","1090","3728","0","0","0","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","006","Bruce Ballantyne","REP","Y","0","0","1325","0","0","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","006","John Minnick","REP","Y","0","0","1562","0","0","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","006","Tony Nicholas","REP","","0","0","1283","0","0","0","0","0" 
"03","Baltimore City","REP Cent Committee","006","Mekkah X. Mohammed","REP","Y","0","36","0","0","0","0","46","0" 
"04","Baltimore County","REP Cent Committee","006","Aaron Joshua Brave","REP","Y","0","1534","0","0","0","0","1","0" 
"04","Baltimore County","REP Cent Committee","006","Christine L. Vondersmith","REP","Y","0","1585","0","0","0","0","1","0" 
"04","Baltimore County","REP Cent Committee","006","Katy A. Wolfe","REP","Y","0","1565","0","0","0","0","1","0" 
"02","Anne Arundel County","REP Cent Committee","007","Tom Angelis","REP","Y","0","0","0","0","2942","0","0","0" 
"02","Anne Arundel County","REP Cent Committee","007","David Wayne Morsberger","REP","Y","0","0","0","0","2792","0","0","0" 
"03","Baltimore City","REP Cent Committee","007","Christopher Michael Anderson","REP","Y","0","25","0","0","0","0","62","0" 
"03","Baltimore City","REP Cent Committee","007","William J. Hellmann","REP","Y","0","18","0","0","0","0","55","0" 
"04","Baltimore County","REP Cent Committee","007","Bradley L. Lang","REP","Y","1537","2010","0","0","0","0","0","0" 
"04","Baltimore County","REP Cent Committee","007","Kevin A. Olkowski","REP","","1382","1706","0","0","0","0","0","0" 
"04","Baltimore County","REP Cent Committee","007","Kate Strauch Sullivan","REP","Y","1381","1834","0","0","0","0","0","0" 
"04","Baltimore County","REP Cent Committee","007","Garrett L. Zahner","REP","Y","1439","1681","0","0","0","0","0","0" 
"03","Baltimore City","REP Cent Committee","008","Dennis Betzel","REP","Y","0","0","0","0","0","0","85","0" 
"03","Baltimore City","REP Cent Committee","008","Brian Michael Robertson","REP","Y","0","0","0","0","0","0","90","0" 
"04","Baltimore County","REP Cent Committee","008","Paul M. Blitz","REP","Y","671","2627","0","0","0","0","0","0" 
"03","Baltimore City","REP Cent Committee","009","Victor Clark, Jr.","REP","Y","0","0","0","0","0","0","91","0" 
"04","Baltimore County","REP Cent Committee","009","Daniel Eisenhart","REP","Y","0","256","0","0","0","0","1886","0" 
"04","Baltimore County","REP Cent Committee","009","Tim Fazenbaker","REP","Y","0","285","0","0","0","0","2051","0" 
"04","Baltimore County","REP Cent Committee","009","Kenneth Michael Langston","REP","","0","203","0","0","0","0","1194","0" 
"04","Baltimore County","REP Cent Committee","009","C. O. Bud Staigerwald","REP","","0","135","0","0","0","0","1272","0" 
"04","Baltimore County","REP Cent Committee","009","Deb Sullivan","REP","Y","0","282","0","0","0","0","1452","0" 
"03","Baltimore City","REP Cent Committee","010","Emmanuel Digman","REP","Y","0","0","0","0","0","0","129","0" 
"03","Baltimore City","REP Cent Committee","010","Tim Neubauer","REP","Y","0","0","0","0","0","0","139","0" 
"03","Baltimore City","REP Cent Committee","011","Lawrence R. Herman","REP","Y","0","0","0","0","0","0","161","0" 
"03","Baltimore City","REP Cent Committee","011","Tom Kennedy","REP","Y","0","0","0","0","0","0","171","0" 
"03","Baltimore City","REP Cent Committee","014","Angela Dudley","REP","Y","0","30","0","0","0","0","60","0" 
"03","Baltimore City","REP Cent Committee","014","Darryl Dante Anthony Hayes","REP","","0","12","0","0","0","0","39","0" 
"03","Baltimore City","REP Cent Committee","014","Jeff Schoenborn","REP","Y","0","27","0","0","0","0","56","0" 
"16","Montgomery County","REP Cent Committee","09A","Fitzgerald Mofor","REP","Y","0","0","0","0","0","335","0","0" 
"16","Montgomery County","REP Cent Committee","14","Josephine Salazar","REP","Y","0","0","0","235","0","285","0","1320" 
"16","Montgomery County","REP Cent Committee","15","Peter Chan","REP","Y","0","0","0","0","0","723","0","886" 
"16","Montgomery County","REP Cent Committee","15","Del Lamiman","REP","Y","0","0","0","0","0","665","0","803" 
"16","Montgomery County","REP Cent Committee","16","Sharon Creed","REP","Y","0","0","0","0","0","0","0","773" 
"16","Montgomery County","REP Cent Committee","16","Monte Gingery","REP","","0","0","0","0","0","0","0","603" 
"16","Montgomery County","REP Cent Committee","16","Chris Haas","REP","Y","0","0","0","0","0","0","0","815" 
"16","Montgomery County","REP Cent Committee","17","Paul Agle","REP","Y","0","0","0","0","0","332","0","298" 
"16","Montgomery County","REP Cent Committee","17","Brigitta M. Mullican","REP","Y","0","0","0","0","0","272","0","373" 
"16","Montgomery County","REP Cent Committee","17","Jackie Sackstein","REP","","0","0","0","0","0","193","0","217" 
"16","Montgomery County","REP Cent Committee","17","Maurice Ward","REP","","0","0","0","0","0","175","0","169" 
"16","Montgomery County","REP Cent Committee","18","Martine Baker","REP","Y","0","0","0","0","0","0","0","550" 
"16","Montgomery County","REP Cent Committee","18","Raul I. Carmouze","REP","","0","0","0","0","0","0","0","384" 
"16","Montgomery County","REP Cent Committee","18","T. Dolores Reyes","REP","Y","0","0","0","0","0","0","0","528" 
"16","Montgomery County","REP Cent Committee","19","Anita Mpambara Cox","REP","Y","0","0","0","0","0","18","0","1317" 
"16","Montgomery County","REP Cent Committee","19","Jeffrey Don Rubin","REP","Y","0","0","0","0","0","18","0","1370" 
"16","Montgomery County","REP Cent Committee","20","Kenneth B. Dalecki","REP","Y","0","0","0","0","0","0","0","465" 
"16","Montgomery County","REP Cent Committee","20","Alice Harron","REP","Y","0","0","0","0","0","0","0","454" 
"16","Montgomery County","REP Cent Committee","39","Tracy A. Colligan","REP","Y","0","0","0","0","0","827","0","319" 
"16","Montgomery County","REP Cent Committee","39","Amy D'Elia","REP","Y","0","0","0","0","0","785","0","301" 
