provider,path,sha256,bytes,artifact_type
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-clark-official-results.html,08d35fa8fe55042ebabf7d1753d5c101aafd005c4f79e515e83c9fffefd40f0c,486713,official_county_results_html
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-eureka-canvass-abstract.pdf,63d545a91456fee4b889ec75c8ae09b087cdb2865c7c55acdeb8a1aac1e7d64e,2235548,official_county_canvass_pdf
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-eureka-final-summary.pdf,5b9036d62aefdf43c8ab49edbad0048817a51d3272fd063c80f0fae5164503e3,242941,official_county_final_summary_pdf
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-humboldt-canvass-sov.pdf,c73dc61aca151eb5e8713adb94460c39dd5d6c4a058fce2f92f19ef87af7b4c5,2325734,official_county_canvass_pdf
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-lyon-final-results.pdf,4bdf37f459f2692aa1c33a4a62a81914a25987df1f2950d2bc68b7d2aa6bc6a4,21065050,official_county_final_summary_pdf
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-nye-final-results.pdf,97e9c9962125185337a8c6dccd12c11e7f04208a19728582a47be1b19deeaf48,7933481,official_county_final_summary_pdf
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-primary-contests-candidates.pdf,edd02f243efdee22e338c0b648137c1072ac62fed1a8b1ee164794909674ab1d,313756,official_candidate_roster_pdf
western_primaries,data/raw/western_primaries/nv/2026/nv-2026-storey-final-summary.pdf,980630deb8eb19eb08386815808930ff46d4d263e3a7d128c03103227e284d1b,204926,official_county_final_summary_pdf
western_primaries,data/raw/western_primaries/ut/2024/ut-2024-primary-candidate-certification.pdf,de7792d281f2cf84fe05fd88e59f81e49073dbc8131f55d287af6e602e0d075e,1220425,official_candidate_certification_pdf
western_primaries,data/raw/western_primaries/ut/2024/ut-2024-primary-statewide-canvass.pdf,06dd4157669604ec062ce62a19a4300b6a64b44f1a19a29ed7aec3f9b4889ede,280215,official_statewide_canvass_pdf
western_primaries,data/raw/western_primaries/ut/2026/ut-2026-candidate-filings.xlsx,8ac10c1c14d457b5731b82863882276183c86423f60fef0edea0779410edeb6a,48521,official_candidate_filing_workbook
western_primaries,data/raw/western_primaries/ut/2026/ut-2026-primary-statewide-certification.pdf,40cbbdcb153a5fb2a240f1db0b6f3c810c23719dedf79876b7e3f1f7a673c426,886922,official_statewide_canvass_pdf
western_primaries,data/raw/western_primaries/ut/2026/ut-2026-salt-lake-official-summary.pdf,42c2ab05bba5299237185f9aa472be9f6a742aedca27ae450dddd991b5149a3c,179913,official_county_summary_pdf
