cycle,state_code,expected_house_districts,house_districts_with_returns,house_districts_missing_returns,regular_senate_seat,regular_seats,regular_seats_missing_returns,primary_roster_reconciliation,special_election_reconciliation,scope
2024,KS,01 | 02 | 03 | 04,01 | 02 | 03 | 04,,not_scheduled,4,0,pending_election_specific_review,pending,state
2024,KY,01 | 02 | 03 | 04 | 05 | 06,02 | 03 | 04 | 05 | 06,01,not_scheduled,6,1,pending_election_specific_review,pending,state
2024,LA,01 | 02 | 03 | 04 | 05 | 06,01 | 02 | 03 | 04 | 05 | 06,,not_scheduled,6,0,pending_election_specific_review,pending,state
2024,MA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,,returns_present,10,0,pending_election_specific_review,pending,state
2024,MD,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,returns_present,9,0,pending_election_specific_review,pending,state
2024,ME,01 | 02,01 | 02,,returns_present,3,0,pending_election_specific_review,pending,state
2024,MI,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13,,returns_present,14,0,pending_election_specific_review,pending,state
2024,MN,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,returns_present,9,8,pending_election_specific_review,pending,state
2024,MO,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,returns_present,9,0,pending_election_specific_review,pending,state
2024,MP,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,nonvoting_delegation
2024,MS,01 | 02 | 03 | 04,01 | 02 | 03 | 04,,returns_present,5,0,pending_election_specific_review,pending,state
2024,MT,01 | 02,01 | 02,,returns_present,3,0,pending_election_specific_review,pending,state
2024,NC,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14,01 | 02 | 04 | 05 | 06 | 08 | 09 | 10 | 11 | 13 | 14,03 | 07 | 12,not_scheduled,14,3,pending_election_specific_review,pending,state
2024,ND,00,00,,returns_present,2,0,pending_election_specific_review,pending,state
2024,NE,01 | 02 | 03,01 | 02 | 03,,returns_present,4,0,pending_election_specific_review,pending,state
2024,NH,01 | 02,01 | 02,,not_scheduled,2,0,pending_election_specific_review,pending,state
2024,NJ,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12,,returns_present,13,0,pending_election_specific_review,pending,state
2024,NM,01 | 02 | 03,01 | 02 | 03,,returns_present,4,0,pending_election_specific_review,pending,state
2024,NV,01 | 02 | 03 | 04,,01 | 02 | 03 | 04,missing_returns,5,5,pending_election_specific_review,pending,state
2024,NY,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26,01 | 10 | 14 | 16 | 17 | 22 | 24,02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 11 | 12 | 13 | 15 | 18 | 19 | 20 | 21 | 23 | 25 | 26,missing_returns,27,20,pending_election_specific_review,pending,state
2024,OH,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15,,returns_present,16,0,pending_election_specific_review,pending,state
2024,OK,01 | 02 | 03 | 04 | 05,01 | 03 | 04,02 | 05,not_scheduled,5,2,pending_election_specific_review,pending,state
2024,OR,01 | 02 | 03 | 04 | 05 | 06,01 | 02 | 03 | 04 | 05 | 06,,not_scheduled,6,0,pending_election_specific_review,pending,state
2024,PA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17,,returns_present,18,0,pending_election_specific_review,pending,state
2024,PR,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,nonvoting_delegation
2024,RI,01 | 02,01 | 02,,returns_present,3,0,pending_election_specific_review,pending,state
2024,SC,01 | 02 | 03 | 04 | 05 | 06 | 07,01 | 02 | 03 | 04 | 06 | 07,05,not_scheduled,7,1,pending_election_specific_review,pending,state
2024,SD,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,state
2024,TN,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,,returns_present,10,0,pending_election_specific_review,pending,state
2024,TX,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38,,returns_present,39,0,pending_election_specific_review,pending,state
2024,UT,01 | 02 | 03 | 04,01 | 02 | 03,04,returns_present,5,1,pending_election_specific_review,pending,state
2024,VA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11,01 | 02 | 05 | 07 | 10 | 11,03 | 04 | 06 | 08 | 09,returns_present,12,5,pending_election_specific_review,pending,state
2024,VI,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,nonvoting_delegation
2024,VT,00,00,,returns_present,2,0,pending_election_specific_review,pending,state
2024,WA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10,,returns_present,11,0,pending_election_specific_review,pending,state
2024,WI,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,returns_present,9,0,pending_election_specific_review,pending,state
2024,WV,01 | 02,,01 | 02,missing_returns,3,3,pending_election_specific_review,pending,state
2024,WY,00,00,,returns_present,2,0,pending_election_specific_review,pending,state
2026,AK,00,00,,returns_present,2,0,pending_election_specific_review,pending,state
2026,AL,01 | 02 | 03 | 04 | 05 | 06 | 07,01 | 02 | 03 | 04 | 05 | 06,07,returns_present,8,1,pending_election_specific_review,pending,state
2026,AR,01 | 02 | 03 | 04,02 | 04,01 | 03,returns_present,5,2,pending_election_specific_review,pending,state
2026,AS,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,nonvoting_delegation
2026,AZ,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,,not_scheduled,9,0,pending_election_specific_review,pending,state
2026,CA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | 47 | 48 | 49 | 50 | 51 | 52,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38 | 39 | 40 | 41 | 42 | 43 | 44 | 45 | 46 | 47 | 48 | 49 | 50 | 51 | 52,,not_scheduled,52,0,pending_election_specific_review,pending,state
2026,CO,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,returns_present,9,0,pending_election_specific_review,pending,state
2026,CT,01 | 02 | 03 | 04 | 05,,01 | 02 | 03 | 04 | 05,not_scheduled,5,5,pending_election_specific_review,pending,state
2026,DC,00,00,,not_scheduled,1,0,pending_election_specific_review,pending,nonvoting_delegation
2026,DE,00,,00,missing_returns,2,2,pending_election_specific_review,pending,state
2026,FL,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28,01 | 02 | 03 | 04 | 05 | 06 | 07 | 09 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 27,08 | 10 | 18 | 26 | 28,not_scheduled,28,5,pending_election_specific_review,pending,state
2026,GA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14,,returns_present,15,0,pending_election_specific_review,pending,state
2026,GU,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,nonvoting_delegation
2026,HI,01 | 02,01 | 02,,not_scheduled,2,0,pending_election_specific_review,pending,state
2026,IA,01 | 02 | 03 | 04,01 | 02 | 03 | 04,,returns_present,5,0,pending_election_specific_review,pending,state
2026,ID,01 | 02,01 | 02,,returns_present,3,0,pending_election_specific_review,pending,state
2026,IL,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17,,returns_present,18,0,pending_election_specific_review,pending,state
2026,IN,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,not_scheduled,9,9,pending_election_specific_review,pending,state
2026,KS,01 | 02 | 03 | 04,01 | 02 | 03 | 04,,returns_present,5,0,pending_election_specific_review,pending,state
2026,KY,01 | 02 | 03 | 04 | 05 | 06,01 | 02 | 03 | 04 | 05 | 06,,returns_present,7,0,pending_election_specific_review,pending,state
2026,LA,01 | 02 | 03 | 04 | 05 | 06,,01 | 02 | 03 | 04 | 05 | 06,returns_present,7,6,pending_election_specific_review,pending,state
2026,MA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,,returns_present,10,0,pending_election_specific_review,pending,state
2026,MD,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,not_scheduled,8,0,pending_election_specific_review,pending,state
2026,ME,01 | 02,01 | 02,,returns_present,3,0,pending_election_specific_review,pending,state
2026,MI,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13,,returns_present,14,0,pending_election_specific_review,pending,state
2026,MN,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,returns_present,9,8,pending_election_specific_review,pending,state
2026,MO,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,not_scheduled,8,8,pending_election_specific_review,pending,state
2026,MP,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,nonvoting_delegation
2026,MS,01 | 02 | 03 | 04,01 | 02 | 03 | 04,,returns_present,5,0,pending_election_specific_review,pending,state
2026,MT,01 | 02,01 | 02,,returns_present,3,0,pending_election_specific_review,pending,state
2026,NC,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14,01 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14,02,returns_present,15,1,pending_election_specific_review,pending,state
2026,ND,00,00,,not_scheduled,1,0,pending_election_specific_review,pending,state
2026,NE,01 | 02 | 03,01 | 02 | 03,,returns_present,4,0,pending_election_specific_review,pending,state
2026,NH,01 | 02,,01 | 02,missing_returns,3,3,pending_election_specific_review,pending,state
2026,NJ,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12,,returns_present,13,0,pending_election_specific_review,pending,state
2026,NM,01 | 02 | 03,01 | 02 | 03,,returns_present,4,0,pending_election_specific_review,pending,state
2026,NV,01 | 02 | 03 | 04,,01 | 02 | 03 | 04,not_scheduled,4,4,pending_election_specific_review,pending,state
2026,NY,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26,01 | 06 | 07 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 17,02 | 03 | 04 | 05 | 08 | 16 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26,not_scheduled,26,15,pending_election_specific_review,pending,state
2026,OH,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15,,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15,not_scheduled,15,15,pending_election_specific_review,pending,state
2026,OK,01 | 02 | 03 | 04 | 05,01 | 02 | 03 | 04 | 05,,returns_present,6,0,pending_election_specific_review,pending,state
2026,OR,01 | 02 | 03 | 04 | 05 | 06,01 | 02 | 03 | 04 | 05 | 06,,returns_present,7,0,pending_election_specific_review,pending,state
2026,PA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17,,not_scheduled,17,0,pending_election_specific_review,pending,state
2026,RI,01 | 02,01 | 02,,returns_present,3,0,pending_election_specific_review,pending,state
2026,SC,01 | 02 | 03 | 04 | 05 | 06 | 07,01 | 02 | 03 | 04 | 05 | 06,07,returns_present,8,1,pending_election_specific_review,pending,state
2026,SD,00,00,,returns_present,2,0,pending_election_specific_review,pending,state
2026,TN,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09,,returns_present,10,0,pending_election_specific_review,pending,state
2026,TX,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11 | 12 | 13 | 14 | 15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27 | 28 | 29 | 30 | 31 | 32 | 33 | 34 | 35 | 36 | 37 | 38,,returns_present,39,0,pending_election_specific_review,pending,state
2026,UT,01 | 02 | 03 | 04,01 | 02 | 03,04,not_scheduled,4,1,pending_election_specific_review,pending,state
2026,VA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10 | 11,01 | 02 | 05 | 07 | 08 | 09 | 10,03 | 04 | 06 | 11,returns_present,12,4,pending_election_specific_review,pending,state
2026,VI,00,,00,not_scheduled,1,1,pending_election_specific_review,pending,nonvoting_delegation
2026,VT,00,00,,not_scheduled,1,0,pending_election_specific_review,pending,state
2026,WA,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08 | 09 | 10,,not_scheduled,10,0,pending_election_specific_review,pending,state
2026,WI,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,01 | 02 | 03 | 04 | 05 | 06 | 07 | 08,,not_scheduled,8,0,pending_election_specific_review,pending,state
2026,WV,01 | 02,,01 | 02,missing_returns,3,3,pending_election_specific_review,pending,state
2026,WY,00,00,,returns_present,2,0,pending_election_specific_review,pending,state
