TOTAL VOTER TURNOUT: 12,240,190
ElectionDate	OfficeCode(text)	DistrictCode(Text)	StatusCode	CountyCode	CountyName	OfficeDescription	PartyOrder	PartyDescription	CandidateID	CandidateLastName	CandidateFirstName	CandidateMiddleName	CandidateFormerName	CandidateVotes	WriteIn(W)/Uncommitted(Z)	Recount(*)	Nomindated(N)/Elected(E)
2026-08-04	9	16	0	30	HILLSDALE	16TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483581	Bellino	Joseph			3715			
2026-08-04	9	16	0	30	HILLSDALE	16TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647079	Barnes	Deandre			1826			
2026-08-04	9	16	0	46	LENAWEE	16TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483581	Bellino	Joseph			7345			
2026-08-04	9	16	0	46	LENAWEE	16TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647079	Barnes	Deandre			6618			
2026-08-04	9	16	0	58	MONROE	16TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483581	Bellino	Joseph			15197			
2026-08-04	9	16	0	58	MONROE	16TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647079	Barnes	Deandre			13302			
2026-08-04	9	17	0	11	BERRIEN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601359	Lindsey	Jonathan			6376			
2026-08-04	9	17	0	11	BERRIEN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647048	Baker	Ashleigh			3289			
2026-08-04	9	17	0	11	BERRIEN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647078	Jones	Mike	D.		1199			
2026-08-04	9	17	0	11	BERRIEN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647330	Muchow	Brett			2320			
2026-08-04	9	17	0	12	BRANCH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601359	Lindsey	Jonathan			4517			
2026-08-04	9	17	0	12	BRANCH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647048	Baker	Ashleigh			1641			
2026-08-04	9	17	0	12	BRANCH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647078	Jones	Mike	D.		503			
2026-08-04	9	17	0	12	BRANCH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647330	Muchow	Brett			572			
2026-08-04	9	17	0	13	CALHOUN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601359	Lindsey	Jonathan			1787			
2026-08-04	9	17	0	13	CALHOUN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647048	Baker	Ashleigh			970			
2026-08-04	9	17	0	13	CALHOUN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647078	Jones	Mike	D.		425			
2026-08-04	9	17	0	13	CALHOUN	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647330	Muchow	Brett			298			
2026-08-04	9	17	0	14	CASS	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601359	Lindsey	Jonathan			5442			
2026-08-04	9	17	0	14	CASS	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647048	Baker	Ashleigh			2156			
2026-08-04	9	17	0	14	CASS	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647078	Jones	Mike	D.		721			
2026-08-04	9	17	0	14	CASS	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647330	Muchow	Brett			919			
2026-08-04	9	17	0	30	HILLSDALE	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601359	Lindsey	Jonathan			1127			
2026-08-04	9	17	0	30	HILLSDALE	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647048	Baker	Ashleigh			321			
2026-08-04	9	17	0	30	HILLSDALE	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647078	Jones	Mike	D.		86			
2026-08-04	9	17	0	30	HILLSDALE	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647330	Muchow	Brett			118			
2026-08-04	9	17	0	38	JACKSON	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601359	Lindsey	Jonathan			981			
2026-08-04	9	17	0	38	JACKSON	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647048	Baker	Ashleigh			343			
2026-08-04	9	17	0	38	JACKSON	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647078	Jones	Mike	D.		136			
2026-08-04	9	17	0	38	JACKSON	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647330	Muchow	Brett			154			
2026-08-04	9	17	0	75	ST JOSEPH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601359	Lindsey	Jonathan			6285			
2026-08-04	9	17	0	75	ST JOSEPH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647048	Baker	Ashleigh			2446			
2026-08-04	9	17	0	75	ST JOSEPH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647078	Jones	Mike	D.		801			
2026-08-04	9	17	0	75	ST JOSEPH	17TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647330	Muchow	Brett			793			
2026-08-04	9	18	0	3	ALLEGAN	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	497313	Albert	Thomas	A.		4751			
2026-08-04	9	18	0	3	ALLEGAN	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647837	Pennock	Anthony			3986			
2026-08-04	9	18	0	8	BARRY	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	497313	Albert	Thomas	A.		8119			
2026-08-04	9	18	0	8	BARRY	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647837	Pennock	Anthony			5983			
2026-08-04	9	18	0	13	CALHOUN	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	497313	Albert	Thomas	A.		8503			
2026-08-04	9	18	0	13	CALHOUN	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647837	Pennock	Anthony			10292			
2026-08-04	9	18	0	34	IONIA	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	497313	Albert	Thomas	A.		1803			
2026-08-04	9	18	0	34	IONIA	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647837	Pennock	Anthony			1046			
2026-08-04	9	18	0	39	KALAMAZOO	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	497313	Albert	Thomas	A.		485			
2026-08-04	9	18	0	39	KALAMAZOO	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647837	Pennock	Anthony			309			
2026-08-04	9	18	0	41	KENT	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	497313	Albert	Thomas	A.		4926			
2026-08-04	9	18	0	41	KENT	18TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647837	Pennock	Anthony			4055			
2026-08-04	9	19	0	39	KALAMAZOO	19TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601431	Young	Shaun			17083			
2026-08-04	9	19	0	39	KALAMAZOO	19TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647859	Rogers	Julie	M.		41871			
2026-08-04	9	19	0	80	VAN BUREN	19TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	601431	Young	Shaun			1066			
2026-08-04	9	19	0	80	VAN BUREN	19TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647859	Rogers	Julie	M.		1575			
2026-08-04	9	20	0	3	ALLEGAN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	492334	Murney	Dale			6296			
2026-08-04	9	20	0	3	ALLEGAN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	579149	Moraitis	Chris			2479			
2026-08-04	9	20	0	3	ALLEGAN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	618225	Clevenger	Kenny			4714			
2026-08-04	9	20	0	3	ALLEGAN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647042	Clark	Curtis			1164			
2026-08-04	9	20	0	11	BERRIEN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	492334	Murney	Dale			9125			
2026-08-04	9	20	0	11	BERRIEN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	579149	Moraitis	Chris			3741			
2026-08-04	9	20	0	11	BERRIEN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	618225	Clevenger	Kenny			3434			
2026-08-04	9	20	0	11	BERRIEN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647042	Clark	Curtis			1316			
2026-08-04	9	20	0	41	KENT	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	492334	Murney	Dale			5631			
2026-08-04	9	20	0	41	KENT	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	579149	Moraitis	Chris			3249			
2026-08-04	9	20	0	41	KENT	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	618225	Clevenger	Kenny			2624			
2026-08-04	9	20	0	41	KENT	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647042	Clark	Curtis			1165			
2026-08-04	9	20	0	80	VAN BUREN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	492334	Murney	Dale			5894			
2026-08-04	9	20	0	80	VAN BUREN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	579149	Moraitis	Chris			3247			
2026-08-04	9	20	0	80	VAN BUREN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	618225	Clevenger	Kenny			1755			
2026-08-04	9	20	0	80	VAN BUREN	20TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647042	Clark	Curtis			966			
2026-08-04	9	21	0	23	EATON	21ST DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647103	Anthony	Sarah			15637			
2026-08-04	9	21	0	23	EATON	21ST DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647298	Burns	Josh			9450			
2026-08-04	9	21	0	33	INGHAM	21ST DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647103	Anthony	Sarah			25996			
2026-08-04	9	21	0	33	INGHAM	21ST DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647298	Burns	Josh			8320			
2026-08-04	9	22	0	25	GENESEE	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483060	Murphy	Mike			4438			
2026-08-04	9	22	0	25	GENESEE	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647856	Hower	Robert			5153			
2026-08-04	9	22	0	33	INGHAM	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483060	Murphy	Mike			1130			
2026-08-04	9	22	0	33	INGHAM	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647856	Hower	Robert			896			
2026-08-04	9	22	0	47	LIVINGSTON	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483060	Murphy	Mike			26469			
2026-08-04	9	22	0	47	LIVINGSTON	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647856	Hower	Robert			23249			
2026-08-04	9	22	0	63	OAKLAND	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483060	Murphy	Mike			1194			
2026-08-04	9	22	0	63	OAKLAND	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647856	Hower	Robert			1242			
2026-08-04	9	22	0	78	SHIAWASSEE	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483060	Murphy	Mike			759			
2026-08-04	9	22	0	78	SHIAWASSEE	22ND DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647856	Hower	Robert			510			
2026-08-04	9	23	0	25	GENESEE	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647051	Gupta	Margarette			486			
2026-08-04	9	23	0	25	GENESEE	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647133	Lawless	Daniel			511			
2026-08-04	9	23	0	25	GENESEE	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647808	Steele	Donni			615			
2026-08-04	9	23	0	25	GENESEE	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647810	Hill	Greg			560			
2026-08-04	9	23	0	44	LAPEER	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647051	Gupta	Margarette			954			
2026-08-04	9	23	0	44	LAPEER	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647133	Lawless	Daniel			1457			
2026-08-04	9	23	0	44	LAPEER	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647808	Steele	Donni			2147			
2026-08-04	9	23	0	44	LAPEER	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647810	Hill	Greg			1120			
2026-08-04	9	23	0	63	OAKLAND	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647051	Gupta	Margarette			12833			
2026-08-04	9	23	0	63	OAKLAND	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647133	Lawless	Daniel			12220			
2026-08-04	9	23	0	63	OAKLAND	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647808	Steele	Donni			20388			
2026-08-04	9	23	0	63	OAKLAND	23RD DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647810	Hill	Greg			16791			
2026-08-04	9	24	0	50	MACOMB	24TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	488383	Wozniak	Douglas	Chester		20829			
2026-08-04	9	24	0	50	MACOMB	24TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	618152	Borsellino	Frank			13141			
2026-08-04	9	24	0	50	MACOMB	24TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647223	Sako	Edlira			14592			
2026-08-04	9	24	0	50	MACOMB	24TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647451	Mekoski	Terence	H.		9099			
2026-08-04	9	25	0	32	HURON	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	485999	Osentoski	April	L.		2668			
2026-08-04	9	25	0	32	HURON	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493745	Beeler	Andrew			2786			
2026-08-04	9	25	0	32	HURON	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647112	Eisen	Gary	R.		364			
2026-08-04	9	25	0	32	HURON	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647170	Mahaney	John	W.		335			
2026-08-04	9	25	0	32	HURON	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647335	Schultz	Randy			891			
2026-08-04	9	25	0	44	LAPEER	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	485999	Osentoski	April	L.		0			
2026-08-04	9	25	0	44	LAPEER	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493745	Beeler	Andrew			0			
2026-08-04	9	25	0	44	LAPEER	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647112	Eisen	Gary	R.		0			
2026-08-04	9	25	0	44	LAPEER	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647170	Mahaney	John	W.		0			
2026-08-04	9	25	0	44	LAPEER	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647335	Schultz	Randy			0			
2026-08-04	9	25	0	50	MACOMB	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	485999	Osentoski	April	L.		2165			
2026-08-04	9	25	0	50	MACOMB	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493745	Beeler	Andrew			1436			
2026-08-04	9	25	0	50	MACOMB	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647112	Eisen	Gary	R.		848			
2026-08-04	9	25	0	50	MACOMB	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647170	Mahaney	John	W.		200			
2026-08-04	9	25	0	50	MACOMB	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647335	Schultz	Randy			522			
2026-08-04	9	25	0	74	ST CLAIR	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	485999	Osentoski	April	L.		13320			
2026-08-04	9	25	0	74	ST CLAIR	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493745	Beeler	Andrew			10931			
2026-08-04	9	25	0	74	ST CLAIR	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647112	Eisen	Gary	R.		4530			
2026-08-04	9	25	0	74	ST CLAIR	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647170	Mahaney	John	W.		610			
2026-08-04	9	25	0	74	ST CLAIR	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647335	Schultz	Randy			2304			
2026-08-04	9	25	0	76	SANILAC	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	485999	Osentoski	April	L.		2808			
2026-08-04	9	25	0	76	SANILAC	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493745	Beeler	Andrew			4920			
2026-08-04	9	25	0	76	SANILAC	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647112	Eisen	Gary	R.		318			
2026-08-04	9	25	0	76	SANILAC	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647170	Mahaney	John	W.		264			
2026-08-04	9	25	0	76	SANILAC	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647335	Schultz	Randy			884			
2026-08-04	9	25	0	79	TUSCOLA	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	485999	Osentoski	April	L.		1733			
2026-08-04	9	25	0	79	TUSCOLA	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493745	Beeler	Andrew			1845			
2026-08-04	9	25	0	79	TUSCOLA	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647112	Eisen	Gary	R.		305			
2026-08-04	9	25	0	79	TUSCOLA	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647170	Mahaney	John	W.		318			
2026-08-04	9	25	0	79	TUSCOLA	25TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647335	Schultz	Randy			620			
2026-08-04	9	26	0	25	GENESEE	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	482946	Atwell	Daltson			1668			
2026-08-04	9	26	0	25	GENESEE	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483024	Bierlein	Matthew			3062			
2026-08-04	9	26	0	25	GENESEE	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483586	Lossing	Gabriel			2354			
2026-08-04	9	26	0	25	GENESEE	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493568	Miller	Candice			1441			
2026-08-04	9	26	0	25	GENESEE	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	575539	Johnson	Brendan	J.		6248			
2026-08-04	9	26	0	25	GENESEE	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	612951	Cousineau	Martin	L.		6285			
2026-08-04	9	26	0	25	GENESEE	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647382	Graham	James	M.		560			
2026-08-04	9	26	0	44	LAPEER	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	482946	Atwell	Daltson			1603			
2026-08-04	9	26	0	44	LAPEER	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483024	Bierlein	Matthew			2040			
2026-08-04	9	26	0	44	LAPEER	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483586	Lossing	Gabriel			4092			
2026-08-04	9	26	0	44	LAPEER	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493568	Miller	Candice			1491			
2026-08-04	9	26	0	44	LAPEER	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	575539	Johnson	Brendan	J.		3545			
2026-08-04	9	26	0	44	LAPEER	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	612951	Cousineau	Martin	L.		2130			
2026-08-04	9	26	0	44	LAPEER	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647382	Graham	James	M.		308			
2026-08-04	9	26	0	73	SAGINAW	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	482946	Atwell	Daltson			2050			
2026-08-04	9	26	0	73	SAGINAW	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483024	Bierlein	Matthew			5720			
2026-08-04	9	26	0	73	SAGINAW	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483586	Lossing	Gabriel			622			
2026-08-04	9	26	0	73	SAGINAW	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493568	Miller	Candice			601			
2026-08-04	9	26	0	73	SAGINAW	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	575539	Johnson	Brendan	J.		4370			
2026-08-04	9	26	0	73	SAGINAW	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	612951	Cousineau	Martin	L.		2729			
2026-08-04	9	26	0	73	SAGINAW	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647382	Graham	James	M.		377			
2026-08-04	9	26	0	79	TUSCOLA	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	482946	Atwell	Daltson			238			
2026-08-04	9	26	0	79	TUSCOLA	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483024	Bierlein	Matthew			3361			
2026-08-04	9	26	0	79	TUSCOLA	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483586	Lossing	Gabriel			1086			
2026-08-04	9	26	0	79	TUSCOLA	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	493568	Miller	Candice			233			
2026-08-04	9	26	0	79	TUSCOLA	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	575539	Johnson	Brendan	J.		1686			
2026-08-04	9	26	0	79	TUSCOLA	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	612951	Cousineau	Martin	L.		824			
2026-08-04	9	26	0	79	TUSCOLA	26TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647382	Graham	James	M.		86			
2026-08-04	9	27	0	25	GENESEE	27TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	483570	Bain	Bill			8364			
2026-08-04	9	27	0	25	GENESEE	27TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647037	Cherry	John	D.		36352			
2026-08-04	9	27	0	25	GENESEE	27TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	658401	Parillo	Tammy			4680			
2026-08-04	9	28	0	19	CLINTON	28TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	605872	Pena	Robert	Orlando		1275			
2026-08-04	9	28	0	19	CLINTON	28TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	645467	Harrison	Rashida			4641			
2026-08-04	9	28	0	19	CLINTON	28TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647293	Polsdofer	Mark			4001			
2026-08-04	9	28	0	19	CLINTON	28TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	1	DEMOCRATIC	647313	Kilvington	Ted			1218			
2026-08-04	9	28	0	19	CLINTON	28TH DISTRICT STATE SENATOR 4 YEAR TERM (1) POSITION	2	REPUBLICAN	647323	DeRose	Julie	L.		7681			
