term,positive_mean_tfidf,negative_mean_tfidf,tfidf_difference,positive_npmi,negative_npmi,npmi_difference,composite_score,favored_group
productive,0.0,0.000975211983,-0.000975211983,-1.0,0.055738160549,-1.055738160549,-1.056713372532,cold
greenhouse,0.0,0.000971297924,-0.000971297924,-1.0,0.055738160549,-1.055738160549,-1.056709458474,cold
china,0.0,0.000861111242,-0.000861111242,-1.0,0.055738160549,-1.055738160549,-1.056599271792,cold
treating,0.0,0.000845952005,-0.000845952005,-1.0,0.055738160549,-1.055738160549,-1.056584112555,cold
decisions,0.0,0.000839993318,-0.000839993318,-1.0,0.055738160549,-1.055738160549,-1.056578153867,cold
achieve,0.0,0.000823040436,-0.000823040436,-1.0,0.055738160549,-1.055738160549,-1.056561200985,cold
reduction,0.0,0.00078236003,-0.00078236003,-1.0,0.055738160549,-1.055738160549,-1.05652052058,cold
allowed,0.0,0.000732591837,-0.000732591837,-1.0,0.055738160549,-1.055738160549,-1.056470752387,cold
mission,0.0,0.000704242007,-0.000704242007,-1.0,0.055738160549,-1.055738160549,-1.056442402556,cold
billions,0.0,0.000677205625,-0.000677205625,-1.0,0.055738160549,-1.055738160549,-1.056415366174,cold
happens,0.0,0.000655226034,-0.000655226034,-1.0,0.055738160549,-1.055738160549,-1.056393386583,cold
park,0.0,0.000618265853,-0.000618265853,-1.0,0.055738160549,-1.055738160549,-1.056356426402,cold
campaigns,0.0,0.000616633887,-0.000616633887,-1.0,0.055738160549,-1.055738160549,-1.056354794437,cold
rebuilding,0.0,0.000592071991,-0.000592071991,-1.0,0.055738160549,-1.055738160549,-1.056330232541,cold
credit,0.0,0.001604778353,-0.001604778353,-1.0,0.049868743736,-1.049868743736,-1.05147352209,cold
putting,0.0,0.001575750437,-0.001575750437,-1.0,0.049868743736,-1.049868743736,-1.051444494173,cold
role,0.0,0.001410603659,-0.001410603659,-1.0,0.049868743736,-1.049868743736,-1.051279347395,cold
cutting,0.0,0.001208832769,-0.001208832769,-1.0,0.049868743736,-1.049868743736,-1.051077576505,cold
kind,0.0,0.000953918561,-0.000953918561,-1.0,0.049868743736,-1.049868743736,-1.050822662298,cold
leading,0.0,0.001951121944,-0.001951121944,-1.0,0.046687615334,-1.046687615334,-1.048638737278,cold
pre,0.0,0.001385815865,-0.001385815865,-1.0,0.046687615334,-1.046687615334,-1.048073431199,cold
politicians,0.0,0.001229451929,-0.001229451929,-1.0,0.046687615334,-1.046687615334,-1.047917067263,cold
say,0.0,0.00094772224,-0.00094772224,-1.0,0.046687615334,-1.046687615334,-1.047635337574,cold
