source_id,source_url,raw_filename,sha256,status,artifact_kind,parent_source,parent_sha256
gu-2024-delegate-certified,https://gec.guam.gov/2024-primary-election-official-results/,guam/gu-2024-delegate-reviewed-extraction.csv,8660486813bd605b4ede6db0a516b0a95264f602f6aebe49bcc5fdb55961399d,reviewed_extraction_from_certified_source,reviewed_extraction,guam/gu-2024-primary-official-results.html,7ffa5c860ee506b3c7e076ae2f7599aee30aa39d23cdf7f12d6bf00aa9a02ec3
vi-2026-delegate-certified,https://vivote.gov/wp-content/uploads/2026/08/Territorial-Summary.pdf,virgin_islands/vi-2026-delegate-certified.csv,b471b7a97cf72d564c192ef75fe917d900bb4162c065cfc9870579bad848be47,partial_numeric_party_unknown,reviewed_extraction,virgin_islands/vi-2026-primary-official.pdf,aee88f24da0e0141a531e551d42369993fdbeb0536e204d84f52e7b22452a9d7
vi-2024-primary-territorial-report,https://vivote.gov/wp-content/uploads/2024/08/Official-Territorial-Results.pdf,virgin_islands/vi-2024-primary-official.pdf,05be62ad984c2d38f1ebc8262e6ccbbbf2e3e19ea775607bad89790a99f08c71,source_record_unresolved,official_certified_report,,
pr-2026-schedule,https://www.ceepur.org/subastas/docs/2026/RFP-Escrutinio/es/SOLICITUD-DE-PROPUESTAS-ESCRUTINIO-ELECTRONICO-2028-%28final%29.pdf,puerto_rico/pr-2026-next-primary-schedule.pdf,90ac419fa8a9ed815fe92a5ff9c49e697544e8141ad6d29bfff36b5dabba6464,not_scheduled_verified,official_schedule_evidence,puerto_rico/pr-2026-next-primary-schedule.pdf,90ac419fa8a9ed815fe92a5ff9c49e697544e8141ad6d29bfff36b5dabba6464
