contrast_id,race_id,candidate_id,opponent_id,topic,subtopic,contrast_type,relationship_code,candidate_excerpt_id,opponent_excerpt_id,reviewed,notes
mo01-israel-2026,mo01-dem-primary-2026,cori-bush,wesley-bell,foreign_policy,palestine,explicit_conflict,explicit_disagreement,bush-israel-2026-001,bell-israel-2026-001,true,Bush supported cutting off military weapons aid while Bell supported continuing to stand with Israel as an ally
