race_id,scope_kind,election_date,election_year,primary_party,endorsed_candidate,endorsed_candidates,unopposed_candidates,opponent_candidates,all_candidates,candidate_count,role_set,party_set,evidence_statuses,office,office_status,office_source,office_confidence,jurisdiction,jurisdiction_status,jurisdiction_source,jurisdiction_confidence,state,state_code,state_status,state_source,state_confidence,official_election_source,official_election_source_status,official_election_source_source,official_election_source_confidence,supporting_source,supporting_source_status,supporting_source_type,supporting_source_source,supporting_source_confidence,certified_opponents,certified_opponents_status,endorsing_bodies,metadata_source,source_reference,canonical_candidate_aliases,source_race_ids,merged_race_id_count,unresolved_fields
race-272d21c083662bb8a814,tracked_dsa_endorsed_democratic_primary,2026-06-23,2026,Democratic,Taylor J. Paden,Taylor J. Paden,,Evan Done | Silvia Catten,Evan Done | Silvia Catten | Taylor J. Paden,3,endorsed | opponent,Democratic,source_unavailable | verified,State Senate,resolution_verified,race_registry_resolutions_2025_2026.csv:15,verified,District 13,resolution_verified,race_registry_resolutions_2025_2026.csv:15,verified,Utah,UT,resolution_verified,race_registry_resolutions_2025_2026.csv:15,verified,https://vote.utah.gov/wp-content/uploads/2026/01/S13-Taylor-J-Paden.pdf,resolution_verified,race_registry_resolutions_2025_2026.csv:15,verified,,unresolved,,,,Evan Done | Silvia Catten,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:15,e done | eva done | evan done | s catten | sil catten | silvia catten | t j | t paden | tay j | tay paden | taylor j | taylor j paden | taylor paden,race-272d21c083662bb8a814,1,
race-27898efa1748e81e5d56,tracked_dsa_endorsed_democratic_primary,2020-06-30,2020,Democratic,Lorena Garcia,Lorena Garcia,,Andrew Romanoff | John Hickenlooper,Andrew Romanoff | John Hickenlooper | Lorena Garcia,3,endorsed | opponent,Democratic,verified,US Senate,resolution_source_unavailable,race_registry_resolutions_2020.csv:13,high,Statewide,resolution_source_unavailable,race_registry_resolutions_2020.csv:13,high,Colorado,CO,resolution_source_unavailable,race_registry_resolutions_2020.csv:13,high,https://www.sos.state.co.us/pubs/elections/Results/Abstract/2020/primary/democratic/usSenate.html,source_unavailable,race_registry_resolutions_2020.csv:13,high,,unresolved,,,,Andrew Romanoff | John Hickenlooper,corpus_candidate_set,,resolution_source_unavailable,race_registry_resolutions_2020.csv:13,a romanoff | and romanoff | andrew romanoff | j hickenlooper | joh hickenlooper | john hickenlooper | l garcia | lor garcia | lorena garcia,race-27898efa1748e81e5d56,1,
race-2812e849ff7ef05c62d9,tracked_dsa_endorsed_democratic_primary,2020-06-02,2020,Democratic,Nikil Saval,Nikil Saval,,Larry Farnese,Larry Farnese | Nikil Saval,2,endorsed | opponent,Democratic,source_unavailable | verified,State Senate,resolution_verified,race_registry_resolutions_2020.csv:14,verified,District 1,resolution_verified,race_registry_resolutions_2020.csv:14,verified,Pennsylvania,PA,resolution_verified,race_registry_resolutions_2020.csv:14,verified,https://www.electionreturns.pa.gov/,resolution_verified,race_registry_resolutions_2020.csv:14,verified,,unresolved,,,,Larry Farnese,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:14,l farnese | lar farnese | larry farnese | n saval | nik saval | nikil saval,race-2812e849ff7ef05c62d9,1,
race-29704c58690113fb2a50,tracked_dsa_endorsed_democratic_primary,2022-08-23,2022,Democratic,Kristen Gonzalez,Kristen Gonzalez,,Elizabeth S. Crowley | Francoise Olivas | Michael D. Corbett | Nomiki Konst,Elizabeth S. Crowley | Francoise Olivas | Kristen Gonzalez | Michael D. Corbett | Nomiki Konst,5,endorsed | opponent,Democratic,source_unavailable | verified,State Senate,resolution_verified,race_registry_resolutions_2021_2022.csv:111 | race_registry_resolutions_2021_2022.csv:23,verified,District 59,resolution_verified,race_registry_resolutions_2021_2022.csv:111 | race_registry_resolutions_2021_2022.csv:23,verified,New York,NY,resolution_verified,race_registry_resolutions_2021_2022.csv:111 | race_registry_resolutions_2021_2022.csv:23,verified,https://results.elections.ny.gov/document/132 | https://www.vote.nyc/sites/default/files/pdf/candidates/2022/PrimaryContestListPreview_August_23_2022.pdf,resolution_verified,race_registry_resolutions_2021_2022.csv:111 | race_registry_resolutions_2021_2022.csv:23,verified,,unresolved,,,,Elizabeth S. Crowley | Francoise Olivas | Michael D. Corbett | Nomiki Konst,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:111 | race_registry_resolutions_2021_2022.csv:23,e crowley | e s | eli crowley | eli s | elizabeth crowley | elizabeth s | elizabeth s crowley | f olivas | fra olivas | francoise olivas | k gonzalez | kri gonzalez | kristen gonzalez | m corbett | m d | mic corbett | mic d | michael corbett | michael d | michael d corbett | n konst | nom konst | nomiki konst,race-29704c58690113fb2a50 | race-e234f502113bda9a4ca7,2,
race-2a3689814b363475c0ca,other_corpus_race,2025-02-18,2025,Nonpartisan,,,,Franco Ferrante | Nasser Musa,Franco Ferrante | Nasser Musa,2,opponent,Nonpartisan,source_unavailable | verified,,unresolved,,,,unresolved,,,Wisconsin,WI,metadata_inferred,title_url_text:d7a621851f7264a8ac4c3847,high,,unresolved,,,,unresolved,,,,Franco Ferrante | Nasser Musa,corpus_candidate_set,,metadata_inferred,title_url_text:d7a621851f7264a8ac4c3847,f ferrante | fra ferrante | franco ferrante | n musa | nas musa | nasser musa,race-2a3689814b363475c0ca,1,office | jurisdiction | official_election_source
race-2ad627f1f643d221f19f,tracked_dsa_endorsed_democratic_primary,2021-06-22,2021,Democratic,Adolfo Abreu,Adolfo Abreu,,Fernando Aquino | Haile Rivera | Pierina Sanchez | Socrates Solano | Yudelka Tapia,Adolfo Abreu | Fernando Aquino | Haile Rivera | Pierina Sanchez | Socrates Solano | Yudelka Tapia,6,endorsed | opponent,Democratic,source_unavailable,New York City Council,resolution_verified,race_registry_resolutions_2021_2022.csv:24,verified,District 14,resolution_verified,race_registry_resolutions_2021_2022.csv:24,verified,New York,NY,resolution_verified,race_registry_resolutions_2021_2022.csv:24,verified,https://www.vote.nyc/page/election-results-summary-2021,resolution_verified,race_registry_resolutions_2021_2022.csv:24,verified,,unresolved,,,,Fernando Aquino | Haile Rivera | Pierina Sanchez | Socrates Solano | Yudelka Tapia,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:24,a abreu | ado abreu | adolfo abreu | f aquino | fer aquino | fernando aquino | h rivera | hai rivera | haile rivera | p sanchez | pie sanchez | pierina sanchez | s solano | soc solano | socrates solano | y tapia | yud tapia | yudelka tapia,race-2ad627f1f643d221f19f,1,
race-2b388b22da81a36b8441,tracked_dsa_endorsed_democratic_primary,2024-06-25,2024,Democratic,Bryan Lindstrom,Bryan Lindstrom,,Michael Carter,Bryan Lindstrom | Michael Carter,2,endorsed | opponent,Democratic,verified,State House,resolution_verified,race_registry_resolutions_2023_2024.csv:15,verified,District 36,resolution_verified,race_registry_resolutions_2023_2024.csv:15,verified,Colorado,CO,resolution_verified,race_registry_resolutions_2023_2024.csv:15,verified,https://www.coloradosos.gov/pubs/elections/Results/Abstract/2024/,resolution_verified,race_registry_resolutions_2023_2024.csv:15,verified,,unresolved,,,,Michael Carter,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:15,b lindstrom | bry lindstrom | bryan lindstrom | m carter | mic carter | michael carter,race-2b388b22da81a36b8441,1,
race-2bc33021849fefc6c865,other_corpus_race,2024-03-05,2024,Nonpartisan,Nikki Fortunato Bas,Nikki Fortunato Bas,,Ben Bartlett | Chris Moore | Gerald Pechenuk | Gregory Hodge | John J. Bauters | Ken Berrick | Lorrel Plimier | Omar Farmer,Ben Bartlett | Chris Moore | Gerald Pechenuk | Gregory Hodge | John J. Bauters | Ken Berrick | Lorrel Plimier | Nikki Fortunato Bas | Omar Farmer,9,endorsed | opponent,Nonpartisan,source_unavailable | verified,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Ben Bartlett | Chris Moore | Gerald Pechenuk | Gregory Hodge | John J. Bauters | Ken Berrick | Lorrel Plimier | Omar Farmer,corpus_candidate_set,,corpus_only,,b bartlett | ben bartlett | c moore | chr moore | chris moore | g hodge | g pechenuk | ger pechenuk | gerald pechenuk | gre hodge | gregory hodge | j bauters | j j | joh bauters | joh j | john bauters | john j | john j bauters | k berrick | ken berrick | l plimier | lor plimier | lorrel plimier | n bas | n fortunato | nik bas | nik fortunato | nikki bas | nikki fortunato | nikki fortunato bas | o farmer | oma farmer | omar farmer,race-2bc33021849fefc6c865,1,office | jurisdiction | state | official_election_source
race-2c2133100c33cde0b378,tracked_dsa_endorsed_democratic_primary,2026-06-23,2026,Democratic,Adam Bojak,Adam Bojak,,Karen Hoak | Kevin Deese,Adam Bojak | Karen Hoak | Kevin Deese,3,endorsed | opponent,Democratic,source_unavailable | verified,State Assembly,resolution_verified,race_registry_resolutions_2025_2026.csv:16,verified,District 149,resolution_verified,race_registry_resolutions_2025_2026.csv:16,verified,New York,NY,resolution_verified,race_registry_resolutions_2025_2026.csv:16,verified,,unresolved,,,https://bojakforassembly.com/,resolution_supporting,candidate_controlled,race_registry_resolutions_2025_2026.csv:16,high,Karen Hoak | Kevin Deese,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:16,a bojak | ada bojak | adam bojak | k deese | k hoak | kar hoak | karen hoak | kev deese | kevin deese,race-2c2133100c33cde0b378,1,official_election_source
race-2c460539f3855b59165c,tracked_dsa_endorsed_democratic_primary,2025-09-09,2025,Democratic,Jefferey Hart,Jefferey Hart,,Akil Peck | Christopher Clouet | Efrain Dominguez Jr. | John Satti | Reona Dyess | Shineika Fareus | Victoria Mueller,Akil Peck | Christopher Clouet | Efrain Dominguez Jr. | Jefferey Hart | John Satti | Reona Dyess | Shineika Fareus | Victoria Mueller,8,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2025_2026.csv:17,verified,New London,resolution_verified,race_registry_resolutions_2025_2026.csv:17,verified,Connecticut,CT,resolution_verified,race_registry_resolutions_2025_2026.csv:17,verified,https://electionhistory.ct.gov/contest/43156,resolution_verified,race_registry_resolutions_2025_2026.csv:17,verified,,unresolved,,,,Akil Peck | Christopher Clouet | Efrain Dominguez Jr. | John Satti | Reona Dyess | Shineika Fareus | Victoria Mueller,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:17,a peck | aki peck | akil peck | c clouet | chr clouet | christopher clouet | e dominguez | efr dominguez | efrain dominguez | j hart | j satti | jef hart | jefferey hart | joh satti | john satti | r dyess | reo dyess | reona dyess | s fareus | shi fareus | shineika fareus | v mueller | vic mueller | victoria mueller,race-2c460539f3855b59165c,1,
race-2cb370f41a9f6b25f511,other_corpus_race,2020-06-23,2020,Democratic,,,,Andy Marte,Andy Marte,1,opponent,Democratic,source_unavailable,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Andy Marte,corpus_candidate_set,,corpus_only,,a marte | and marte | andy marte,race-2cb370f41a9f6b25f511,1,office | jurisdiction | state | official_election_source
race-2d10d6bfeefa457261b9,other_corpus_race,2023-08-01,2023,,Michael Westgaard,Michael Westgaard,,Camila Lagow | Kim-Khanh Van | Nancy Sivitilli | Randy Corman | Sean Atchison | Steven Vargas,Camila Lagow | Kim-Khanh Van | Michael Westgaard | Nancy Sivitilli | Randy Corman | Sean Atchison | Steven Vargas,7,endorsed | opponent,,source_unavailable | verified,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Camila Lagow | Kim-Khanh Van | Nancy Sivitilli | Randy Corman | Sean Atchison | Steven Vargas,corpus_candidate_set,,corpus_only,,c lagow | cam lagow | camila lagow | k khanh | k van | kim khanh | kim khanh van | kim van | m westgaard | mic westgaard | michael westgaard | n sivitilli | nan sivitilli | nancy sivitilli | r corman | ran corman | randy corman | s atchison | s vargas | sea atchison | sean atchison | ste vargas | steven vargas,race-2d10d6bfeefa457261b9,1,office | jurisdiction | state | official_election_source
race-2d19081ae745dd848507,other_corpus_race,2026-06-02,2026,Nonpartisan,Faizah Malik,Faizah Malik,,Traci Irene Park,Faizah Malik | Traci Irene Park,2,endorsed | opponent,Nonpartisan,source_unavailable | verified,City Council,metadata_inferred,title_url_text:cd98d0da1b07159578b96cff,high,District 11,metadata_inferred,title_url_text:cd98d0da1b07159578b96cff,high,California,CA,metadata_inferred,title_url_text:cd98d0da1b07159578b96cff,high,,unresolved,,,,unresolved,,,,Traci Irene Park,corpus_candidate_set,,metadata_inferred,title_url_text:cd98d0da1b07159578b96cff,f malik | fai malik | faizah malik | t irene | t park | tra irene | tra park | traci irene | traci irene park | traci park,race-2d19081ae745dd848507,1,official_election_source
race-2d45550960d2b093207f,tracked_dsa_endorsed_democratic_primary,2024-06-25,2024,Democratic,Kristen Gonzalez,Kristen Gonzalez,,Gus Lambropoulos,Gus Lambropoulos | Kristen Gonzalez,2,endorsed | opponent,Democratic,verified,State Senate,resolution_verified,race_registry_resolutions_2023_2024.csv:16,verified,District 59,resolution_verified,race_registry_resolutions_2023_2024.csv:16,verified,New York,NY,resolution_verified,race_registry_resolutions_2023_2024.csv:16,verified,https://results.elections.ny.gov/,resolution_verified,race_registry_resolutions_2023_2024.csv:16,verified,,unresolved,,,,Gus Lambropoulos,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:16,g lambropoulos | gus lambropoulos | k gonzalez | kri gonzalez | kristen gonzalez,race-2d45550960d2b093207f,1,
race-2d77a10e3b62e9f5ec19,tracked_dsa_endorsed_democratic_primary,2026-08-04,2026,Democratic,Donavan McKinney,Donavan McKinney,,Shri Thanedar,Donavan McKinney | Shri Thanedar,2,endorsed | opponent,Democratic,verified,US House,resolution_verified,race_registry_resolutions_2025_2026.csv:18,verified,District 13,resolution_verified,race_registry_resolutions_2025_2026.csv:18,verified,Michigan,MI,resolution_verified,race_registry_resolutions_2025_2026.csv:18,verified,,unresolved,,,https://thanedar.house.gov/,resolution_supporting,incumbent_office,race_registry_resolutions_2025_2026.csv:18,high,Shri Thanedar,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:18,d mckinney | don mckinney | donavan mckinney | s thanedar | shr thanedar | shri thanedar,race-2d77a10e3b62e9f5ec19,1,official_election_source
race-2e28c0e4d9bec0a415a3,other_corpus_race,2019-02-26,2019,Nonpartisan,Rossana Rodriguez-Sanchez,Rossana Rodriguez-Sanchez,,Deb Mell | Katie Sieracki,Deb Mell | Katie Sieracki | Rossana Rodriguez-Sanchez,3,endorsed | opponent,Nonpartisan,source_unavailable | verified,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Deb Mell | Katie Sieracki,corpus_candidate_set,,corpus_only,,d mell | deb mell | k sieracki | kat sieracki | katie sieracki | r rodriguez | r sanchez | ros rodriguez | ros sanchez | rossana rodriguez | rossana rodriguez sanchez | rossana sanchez,race-2e28c0e4d9bec0a415a3,1,office | jurisdiction | state | official_election_source
race-2e4af1073bbd9c36634b,other_corpus_race,2023-05-16,2023,Democratic,,,,Abu V. Edwards | Donavan S. West | Isaiah Thomas | John B. Kelly | Naderah Griffin | Ogbonna Paul Hagins | Rue Landau | Wayne E. Dorsey,Abu V. Edwards | Donavan S. West | Isaiah Thomas | John B. Kelly | Naderah Griffin | Ogbonna Paul Hagins | Rue Landau | Wayne E. Dorsey,8,opponent,Democratic,source_unavailable | verified,City Council,metadata_inferred,title_url_text:4af8dcefa343bc2095fba3eb,high,,unresolved,,,Pennsylvania,PA,metadata_inferred,title_url_text:4af8dcefa343bc2095fba3eb,high,,unresolved,,,,unresolved,,,,Abu V. Edwards | Donavan S. West | Isaiah Thomas | John B. Kelly | Naderah Griffin | Ogbonna Paul Hagins | Rue Landau | Wayne E. Dorsey,corpus_candidate_set,,metadata_inferred,title_url_text:4af8dcefa343bc2095fba3eb,a edwards | a v | abu edwards | abu v | abu v edwards | d s | d west | don s | don west | donavan s | donavan s west | donavan west | i thomas | isa thomas | isaiah thomas | j b | j kelly | joh b | joh kelly | john b | john b kelly | john kelly | n griffin | nad griffin | naderah griffin | o hagins | o paul | ogb hagins | ogb paul | ogbonna hagins | ogbonna paul | ogbonna paul hagins | r landau | rue landau | w dorsey | w e | way dorsey | way e | wayne dorsey | wayne e | wayne e dorsey,race-2e4af1073bbd9c36634b,1,jurisdiction | official_election_source
race-2ea8c35c5f98b117696b,other_corpus_race,2021-08-03,2021,Nonpartisan,Denzel Anton McCampbell,Denzel Anton McCampbell,,Beverly Kindle-Walker | Janice M. Winfrey | Michael Stephen Ri'chard,Beverly Kindle-Walker | Denzel Anton McCampbell | Janice M. Winfrey | Michael Stephen Ri'chard,4,endorsed | opponent,Nonpartisan,source_unavailable,City Clerk,resolution_verified,race_registry_resolutions_2021_2022.csv:25,verified,Detroit,resolution_verified,race_registry_resolutions_2021_2022.csv:25,verified,Michigan,MI,resolution_verified,race_registry_resolutions_2021_2022.csv:25,verified,https://detroitmi.gov/government/departments/elections/results-archive,resolution_verified,race_registry_resolutions_2021_2022.csv:25,verified,,unresolved,,,,Beverly Kindle-Walker | Janice M. Winfrey | Michael Stephen Ri'chard,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:25,b kindle | b walker | bev kindle | bev walker | beverly kindle | beverly kindle walker | beverly walker | d anton | d mccampbell | den anton | den mccampbell | denzel anton | denzel anton mccampbell | denzel mccampbell | j m | j winfrey | jan m | jan winfrey | janice m | janice m winfrey | janice winfrey | m chard | m ri | mic chard | mic ri | michael chard | michael ri | michael stephen ri chard,race-2ea8c35c5f98b117696b,1,
race-2ecff9498c2feda5de76,tracked_dsa_endorsed_democratic_primary,2022-08-09,2022,Democratic,Brian Cina,Brian Cina,,Troy Headrick,Brian Cina | Troy Headrick,2,endorsed | opponent,Democratic,source_unavailable,State House,resolution_verified,race_registry_resolutions_2021_2022.csv:26,verified,Chittenden 15,resolution_verified,race_registry_resolutions_2021_2022.csv:26,verified,Vermont,VT,resolution_verified,race_registry_resolutions_2021_2022.csv:26,verified,https://electionarchive.vermont.gov/,resolution_verified,race_registry_resolutions_2021_2022.csv:26,verified,,unresolved,,,,Troy Headrick,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:26,b cina | bri cina | brian cina | t headrick | tro headrick | troy headrick,race-2ecff9498c2feda5de76,1,
race-2f8e4895b4a4f1338b92,tracked_dsa_endorsed_democratic_primary,2020-06-02,2020,Democratic,Danny Tenenbaum,Danny Tenenbaum,Danny Tenenbaum,,Danny Tenenbaum,1,unopposed,Democratic,source_unavailable | verified,State House,resolution_verified,race_registry_resolutions_2020.csv:15,verified,District 95,resolution_verified,race_registry_resolutions_2020.csv:15,verified,Montana,MT,resolution_verified,race_registry_resolutions_2020.csv:15,verified,https://sosmt.gov/elections/results/,resolution_verified,race_registry_resolutions_2020.csv:15,verified,,unresolved,,,,,unresolved,,resolution_verified,race_registry_resolutions_2020.csv:15,d tenenbaum | dan tenenbaum | danny tenenbaum,race-2f8e4895b4a4f1338b92,1,certified_opponents
race-2fe58715c24c42ff8338,other_corpus_race,2020-03-03,2020,Democratic,Sarah Davis,Sarah Davis,,Chris Ward | Micah Perlin,Chris Ward | Micah Perlin | Sarah Davis,3,endorsed | opponent,Democratic,verified,State Assembly,resolution_verified,race_registry_resolutions_2020.csv:16,verified,District 78,resolution_verified,race_registry_resolutions_2020.csv:16,verified,California,CA,resolution_verified,race_registry_resolutions_2020.csv:16,verified,https://elections.cdn.sos.ca.gov/sov/2020-primary/complete-sov.pdf,resolution_verified,race_registry_resolutions_2020.csv:16,verified,,unresolved,,,,Chris Ward | Micah Perlin,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:16,c ward | chr ward | chris ward | m perlin | mic perlin | micah perlin | s davis | sar davis | sarah davis,race-2fe58715c24c42ff8338,1,
race-31fe14573c903bb5d74d,tracked_dsa_endorsed_democratic_primary,2024-08-13,2024,Democratic,Tanya Vyhovsky,Tanya Vyhovsky,,Martine Larocque Gulick | Philip Baruth | Stewart Ledbetter,Martine Larocque Gulick | Philip Baruth | Stewart Ledbetter | Tanya Vyhovsky,4,endorsed | opponent,Democratic,source_unavailable | verified,State Senate,resolution_verified,race_registry_resolutions_2023_2024.csv:17 | race_registry_resolutions_2023_2024.csv:20,verified,Chittenden Central,resolution_verified,race_registry_resolutions_2023_2024.csv:17 | race_registry_resolutions_2023_2024.csv:20,verified,Vermont,VT,resolution_verified,race_registry_resolutions_2023_2024.csv:17 | race_registry_resolutions_2023_2024.csv:20,verified,https://electionresults.vermont.gov/,resolution_verified,race_registry_resolutions_2023_2024.csv:17 | race_registry_resolutions_2023_2024.csv:20,verified,,unresolved,,,,Martine Larocque Gulick | Philip Baruth | Stewart Ledbetter,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:17 | race_registry_resolutions_2023_2024.csv:20,m gulick | m larocque | mar gulick | mar larocque | martine gulick | martine larocque | martine larocque gulick | p baruth | phi baruth | phil baruth | philip baruth | s ledbetter | ste ledbetter | stewart ledbetter | t vyhovsky | tan vyhovsky | tanya vyhovsky,race-31fe14573c903bb5d74d | race-37d84e89f40adca092d4,2,
race-32787f9ccc5947c3fca5,tracked_dsa_endorsed_democratic_primary,2023-06-27,2023,Democratic,Mary Lupien,Mary Lupien,,Paul Conrow,Mary Lupien | Paul Conrow,2,endorsed | opponent,Democratic,source_unavailable,City Council,resolution_verified,race_registry_resolutions_2023_2024.csv:18,verified,Rochester East,resolution_verified,race_registry_resolutions_2023_2024.csv:18,verified,New York,NY,resolution_verified,race_registry_resolutions_2023_2024.csv:18,verified,https://results.elections.ny.gov/,resolution_verified,race_registry_resolutions_2023_2024.csv:18,verified,,unresolved,,,,Paul Conrow,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:18,m lupien | mar lupien | mary lupien | p conrow | pau conrow | paul conrow,race-32787f9ccc5947c3fca5,1,
race-3363a35e7979bec3ed7e,tracked_dsa_endorsed_democratic_primary,2022-06-28,2022,Democratic,Tiffany Chen Kumar,Tiffany Chen Kumar,,Patrick Mehler,Patrick Mehler | Tiffany Chen Kumar,2,endorsed | opponent,Democratic,source_unavailable,Common Council,resolution_verified,race_registry_resolutions_2021_2022.csv:27,verified,Ithaca Ward 4,resolution_verified,race_registry_resolutions_2021_2022.csv:27,verified,New York,NY,resolution_verified,race_registry_resolutions_2021_2022.csv:27,verified,https://www.tompkinscountyny.gov/boe/results,resolution_verified,race_registry_resolutions_2021_2022.csv:27,verified,,unresolved,,,,Patrick Mehler,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:27,p mehler | pat mehler | patrick mehler | t chen | t kumar | tif chen | tif kumar | tiffany chen | tiffany chen kumar | tiffany kumar,race-3363a35e7979bec3ed7e,1,
race-34447ab34d9b093ff08a,tracked_dsa_endorsed_democratic_primary,2020-08-04,2020,Democratic,Abraham Aiyash,Abraham Aiyash,,Abraham D. Shaw | Anthony Ali | Christopher L. Collins | Darwood Navarro | Delorean Holmes | Frazier H. Kimpson | Gregory W. Reyner | Michele Oberholtzer | Shahab Ahmed | Sigmunt John Szczepkowski Jr. | Tawanna Simpson | Tonya Myers Phillips,Abraham Aiyash | Abraham D. Shaw | Anthony Ali | Christopher L. Collins | Darwood Navarro | Delorean Holmes | Frazier H. Kimpson | Gregory W. Reyner | Michele Oberholtzer | Shahab Ahmed | Sigmunt John Szczepkowski Jr. | Tawanna Simpson | Tonya Myers Phillips,13,endorsed | opponent,Democratic,source_unavailable,State House,resolution_verified,race_registry_resolutions_2020.csv:17,verified,District 4,resolution_verified,race_registry_resolutions_2020.csv:17,verified,Michigan,MI,resolution_verified,race_registry_resolutions_2020.csv:17,verified,https://mielections.us/election/results/2020PRI_CENR.html,resolution_verified,race_registry_resolutions_2020.csv:17,verified,,unresolved,,,,Abraham D. Shaw | Anthony Ali | Christopher L. Collins | Darwood Navarro | Delorean Holmes | Frazier H. Kimpson | Gregory W. Reyner | Michele Oberholtzer | Shahab Ahmed | Sigmunt John Szczepkowski Jr. | Tawanna Simpson | Tonya Myers Phillips,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:17,a aiyash | a ali | a d | a shaw | abr aiyash | abr d | abr shaw | abraham aiyash | abraham d | abraham d shaw | abraham shaw | ant ali | anthony ali | c collins | c l | chr collins | chr l | christopher collins | christopher l | christopher l collins | d holmes | d navarro | dar navarro | darwood navarro | del holmes | delorean holmes | f h | f kimpson | fra h | fra kimpson | frazier h | frazier h kimpson | frazier kimpson | g reyner | g w | gre reyner | gre w | gregory reyner | gregory w | gregory w reyner | m oberholtzer | mic oberholtzer | michele oberholtzer | s ahmed | s john | s szczepkowski | sha ahmed | shahab ahmed | sig john | sig szczepkowski | sigmunt john | sigmunt john szczepkowski | sigmunt szczepkowski | t myers | t phillips | t simpson | taw simpson | tawanna simpson | ton myers | ton phillips | tonya myers | tonya myers phillips | tonya phillips,race-34447ab34d9b093ff08a,1,
race-3473e276467be8490f7a,other_corpus_race,2019-10-12,2019,Democratic,Marguerite Green,Marguerite Green,,"""Charlie"" Greer | Bradley Zaunbrecher | Michael G. “Mike” Strain | Peter Williams","""Charlie"" Greer | Bradley Zaunbrecher | Marguerite Green | Michael G. “Mike” Strain | Peter Williams",5,endorsed | opponent,Democratic | Republican,source_unavailable | verified,Commissioner of Agriculture and Forestry,resolution_verified,race_registry_resolutions_2017_2019.csv:32 | race_registry_resolutions_2017_2019.csv:9,verified,Statewide,resolution_verified,race_registry_resolutions_2017_2019.csv:32 | race_registry_resolutions_2017_2019.csv:9,verified,Louisiana,LA,resolution_verified,race_registry_resolutions_2017_2019.csv:32 | race_registry_resolutions_2017_2019.csv:9,verified,https://voterportal.sos.la.gov/Graphical,resolution_verified,race_registry_resolutions_2017_2019.csv:32 | race_registry_resolutions_2017_2019.csv:9,verified,,unresolved,,,,"""Charlie"" Greer | Bradley Zaunbrecher | Michael G. “Mike” Strain | Peter Williams",corpus_candidate_set,,resolution_verified,race_registry_resolutions_2017_2019.csv:32 | race_registry_resolutions_2017_2019.csv:9,b zaunbrecher | bra zaunbrecher | bradley zaunbrecher | c greer | cha greer | charlie greer | m green | m mike | m strain | mar green | marguerite green | mic mike | mic strain | michael g mike strain | michael mike | michael strain | p williams | pet williams | peter williams,race-3473e276467be8490f7a | race-ab159e431662d849f3f8,2,
race-35217e2dd2fbf27eafc1,other_corpus_race,2020-08-04,2020,Democratic,Marianna Everson,Marianna Everson,,Clint Bryson | Jim Walsh,Clint Bryson | Jim Walsh | Marianna Everson,3,endorsed | opponent,Democratic | Republican,source_unavailable | verified,State House,resolution_verified,race_registry_resolutions_2020.csv:18,verified,District 19 Position 1,resolution_verified,race_registry_resolutions_2020.csv:18,verified,Washington,WA,resolution_verified,race_registry_resolutions_2020.csv:18,verified,https://results.vote.wa.gov/results/20200804/legislative-district-19-state-representative-pos-1.html,resolution_verified,race_registry_resolutions_2020.csv:18,verified,,unresolved,,,,Clint Bryson | Jim Walsh,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:18,c bryson | cli bryson | clint bryson | j walsh | jim walsh | m everson | mar everson | marianna everson,race-35217e2dd2fbf27eafc1,1,
