race_id,scope_kind,election_date,election_year,primary_party,endorsed_candidate,endorsed_candidates,unopposed_candidates,opponent_candidates,all_candidates,candidate_count,role_set,party_set,evidence_statuses,office,office_status,office_source,office_confidence,jurisdiction,jurisdiction_status,jurisdiction_source,jurisdiction_confidence,state,state_code,state_status,state_source,state_confidence,official_election_source,official_election_source_status,official_election_source_source,official_election_source_confidence,supporting_source,supporting_source_status,supporting_source_type,supporting_source_source,supporting_source_confidence,certified_opponents,certified_opponents_status,endorsing_bodies,metadata_source,source_reference,canonical_candidate_aliases,source_race_ids,merged_race_id_count,unresolved_fields
me-house-39-dem-primary-2016,tracked_dsa_endorsed_democratic_primary,2016-06-14,2016,Democratic,Mike Sylvester,Mike Sylvester,,Andrew Edwards,Andrew Edwards | Mike Sylvester,2,endorsed | opponent,Democratic,verified,State Representative District 39,manual_verified,me-house-39-dem-primary-2016,verified,Maine,manual_verified,me-house-39-dem-primary-2016,verified,Maine,ME,manual_verified,me-house-39-dem-primary-2016,verified,https://www.maine.gov/sos/cec/elec/results/2016/June16/STREPDEM.xlsx,manual_verified,me-house-39-dem-primary-2016,verified,,unresolved,,,,Andrew Edwards,manual_verified,DSA National,manual_verified,me-house-39-dem-primary-2016,a edwards | and edwards | andrew edwards | m sylvester | mik sylvester | mike sylvester,me-house-39-dem-primary-2016,1,
national-rec0ntzcTu773zMP5-dem-primary,tracked_dsa_endorsed_democratic_primary,2023-05-16,2023,Democratic,Dennis McDermott,Dennis McDermott,,Paul Klein,Dennis McDermott | Paul Klein,2,endorsed | opponent,Democratic,mixed,"Allegheny County Council, District 11",resolution_source_unavailable,national_census_resolutions_2023_2024.csv:21:rec0ntzcTu773zMP5,high,Allegheny County,resolution_source_unavailable,national_census_resolutions_2023_2024.csv:21:rec0ntzcTu773zMP5,high,Pennsylvania,PA,resolution_source_unavailable,national_census_resolutions_2023_2024.csv:21:rec0ntzcTu773zMP5,high,,source_unavailable,national_census_resolutions_2023_2024.csv:21:rec0ntzcTu773zMP5,,https://www.alleghenycounty.us/Government/Elections/Election-Results,resolution_supporting,candidate_controlled,national_census_resolutions_2023_2024.csv:21:rec0ntzcTu773zMP5,high,Paul Klein,corpus_candidate_set,,resolution_source_unavailable,national_census_resolutions_2023_2024.csv:21:rec0ntzcTu773zMP5,d mcdermott | den mcdermott | dennis mcdermott | p klein | pau klein | paul klein,national-rec0ntzcTu773zMP5-dem-primary,1,
national-rec86L5cxZpX2cLlO-dem-primary,tracked_dsa_endorsed_democratic_primary,2018-06-26,2018,Democratic,Cliff Willmeng,Cliff Willmeng,,,Cliff Willmeng,1,endorsed,Democratic,partial,Boulder County Commissioner,resolution_verified,national_census_resolutions_2016_2020.csv:16:rec86L5cxZpX2cLlO,verified,Boulder County,resolution_verified,national_census_resolutions_2016_2020.csv:16:rec86L5cxZpX2cLlO,verified,Colorado,CO,resolution_verified,national_census_resolutions_2016_2020.csv:16:rec86L5cxZpX2cLlO,verified,https://www.coloradosos.gov/pubs/elections/Results/Abstract/2018/primary/index.html,resolution_verified,national_census_resolutions_2016_2020.csv:16:rec86L5cxZpX2cLlO,verified,,unresolved,,,,,unresolved,,resolution_verified,national_census_resolutions_2016_2020.csv:16:rec86L5cxZpX2cLlO,c willmeng | cli willmeng | cliff willmeng,national-rec86L5cxZpX2cLlO-dem-primary,1,certified_opponents
national-recAcpDZztXL02ym0-dem-primary,tracked_dsa_endorsed_democratic_primary,2021-09-14,2021,Democratic,Abdul Osmanu,Abdul Osmanu,,,Abdul Osmanu,1,endorsed,Democratic,inferred,"Legislative Council, Hamden District 3",resolution_verified,national_census_resolutions_2021_2022.csv:10:recAcpDZztXL02ym0,verified,Hamden,resolution_verified,national_census_resolutions_2021_2022.csv:10:recAcpDZztXL02ym0,verified,Connecticut,CT,resolution_verified,national_census_resolutions_2021_2022.csv:10:recAcpDZztXL02ym0,verified,https://electionhistory.ct.gov/,resolution_verified,national_census_resolutions_2021_2022.csv:10:recAcpDZztXL02ym0,verified,,unresolved,,,,,unresolved,,resolution_verified,national_census_resolutions_2021_2022.csv:10:recAcpDZztXL02ym0,a osmanu | abd osmanu | abdul osmanu,national-recAcpDZztXL02ym0-dem-primary,1,certified_opponents
national-recDXw3CpyWrmjZpF-dem-primary,tracked_dsa_endorsed_democratic_primary,2026-08-04,2026,Democratic,Donavan McKinney for Congress,Donavan McKinney for Congress,,Shri Thanedar,Donavan McKinney for Congress | Shri Thanedar,2,endorsed | opponent,Democratic,verified,US Congress (MI-13),resolution_source_unavailable,national_census_resolutions_2025_2026.csv:31:recDXw3CpyWrmjZpF,high,District 13,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:31:recDXw3CpyWrmjZpF,high,Michigan,MI,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:31:recDXw3CpyWrmjZpF,high,,source_unavailable,national_census_resolutions_2025_2026.csv:31:recDXw3CpyWrmjZpF,,https://thanedar.house.gov/,resolution_supporting,incumbent_office,national_census_resolutions_2025_2026.csv:31:recDXw3CpyWrmjZpF,high,Shri Thanedar,corpus_candidate_set,,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:31:recDXw3CpyWrmjZpF,d congress | d for | don congress | don for | donavan congress | donavan for | donavan mckinney for congress | s thanedar | shr thanedar | shri thanedar,national-recDXw3CpyWrmjZpF-dem-primary,1,
national-reccwrJN64S6TImp4-dem-primary,tracked_dsa_endorsed_democratic_primary,2018-06-12,2018,Democratic,Zak Ringelstein,Zak Ringelstein,,,Zak Ringelstein,1,endorsed,Democratic,partial,US Senate,resolution_verified,national_census_resolutions_2016_2020.csv:19:reccwrJN64S6TImp4,verified,Statewide,resolution_verified,national_census_resolutions_2016_2020.csv:19:reccwrJN64S6TImp4,verified,Maine,ME,resolution_verified,national_census_resolutions_2016_2020.csv:19:reccwrJN64S6TImp4,verified,https://www.maine.gov/sos/elections-voting/election-results-data/election-results-2018,resolution_verified,national_census_resolutions_2016_2020.csv:19:reccwrJN64S6TImp4,verified,,unresolved,,,,,unresolved,,resolution_verified,national_census_resolutions_2016_2020.csv:19:reccwrJN64S6TImp4,z ringelstein | zak ringelstein,national-reccwrJN64S6TImp4-dem-primary,1,certified_opponents
national-recdSNsXy6cvCBnso-dem-primary,tracked_dsa_endorsed_democratic_primary,2021-06-22,2021,Democratic,Maddie Halpert,Maddie Halpert,,,Maddie Halpert,1,endorsed,Democratic,inferred,"Common Council, Ithaca Ward 1",resolution_verified,national_census_resolutions_2021_2022.csv:28:recdSNsXy6cvCBnso,verified,Ithaca,resolution_verified,national_census_resolutions_2021_2022.csv:28:recdSNsXy6cvCBnso,verified,New York,NY,resolution_verified,national_census_resolutions_2021_2022.csv:28:recdSNsXy6cvCBnso,verified,https://electionhistory.tompkinscountyny.gov/,resolution_verified,national_census_resolutions_2021_2022.csv:28:recdSNsXy6cvCBnso,verified,,unresolved,,,,,unresolved,,resolution_verified,national_census_resolutions_2021_2022.csv:28:recdSNsXy6cvCBnso,m halpert | mad halpert | maddie halpert,national-recdSNsXy6cvCBnso-dem-primary,1,certified_opponents
national-recfesuwYaOGwn0M1-dem-primary,tracked_dsa_endorsed_democratic_primary,2021-06-22,2021,Democratic,George Defendini,George Defendini,,,George Defendini,1,endorsed,Democratic,inferred,"Common Council, Ithaca Ward 4",resolution_verified,national_census_resolutions_2021_2022.csv:19:recfesuwYaOGwn0M1,verified,Ithaca,resolution_verified,national_census_resolutions_2021_2022.csv:19:recfesuwYaOGwn0M1,verified,New York,NY,resolution_verified,national_census_resolutions_2021_2022.csv:19:recfesuwYaOGwn0M1,verified,https://electionhistory.tompkinscountyny.gov/,resolution_verified,national_census_resolutions_2021_2022.csv:19:recfesuwYaOGwn0M1,verified,,unresolved,,,,,unresolved,,resolution_verified,national_census_resolutions_2021_2022.csv:19:recfesuwYaOGwn0M1,g defendini | geo defendini | george defendini,national-recfesuwYaOGwn0M1-dem-primary,1,certified_opponents
national-rechYkbRdzk70pbun-dem-primary,tracked_dsa_endorsed_democratic_primary,2022-05-17,2022,Democratic,Tyler Lamon,Tyler Lamon,,,Tyler Lamon,1,endorsed,Democratic,inferred,"Louisville Metro Council, District 15",resolution_verified,national_census_resolutions_2021_2022.csv:36:rechYkbRdzk70pbun,verified,Louisville,resolution_verified,national_census_resolutions_2021_2022.csv:36:rechYkbRdzk70pbun,verified,Kentucky,KY,resolution_verified,national_census_resolutions_2021_2022.csv:36:rechYkbRdzk70pbun,verified,https://elect.ky.gov/results/2020-2029/Pages/2022.aspx,resolution_verified,national_census_resolutions_2021_2022.csv:36:rechYkbRdzk70pbun,verified,,unresolved,,,,,unresolved,,resolution_verified,national_census_resolutions_2021_2022.csv:36:rechYkbRdzk70pbun,t lamon | tyl lamon | tyler lamon,national-rechYkbRdzk70pbun-dem-primary,1,certified_opponents
national-reciWW5o3Sg5OjAgj-dem-primary,tracked_dsa_endorsed_democratic_primary,2025-06-24,2025,Democratic,Jorge DeFendini,Jorge DeFendini,,,Jorge DeFendini,1,endorsed,Democratic,inferred,"Alderperson Ward 1, Ithaca Common Council",resolution_source_unavailable,national_census_resolutions_2025_2026.csv:4:reciWW5o3Sg5OjAgj,high,Ithaca,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:4:reciWW5o3Sg5OjAgj,high,New York,NY,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:4:reciWW5o3Sg5OjAgj,high,,source_unavailable,national_census_resolutions_2025_2026.csv:4:reciWW5o3Sg5OjAgj,,,unresolved,,,,,unresolved,,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:4:reciWW5o3Sg5OjAgj,j defendini | jor defendini | jorge defendini,national-reciWW5o3Sg5OjAgj-dem-primary,1,certified_opponents
national-recihG0fIKbvStGIg-dem-primary,tracked_dsa_endorsed_democratic_primary,2023-05-16,2023,Democratic,Deb Gross,Deb Gross,,Jordan Botta,Deb Gross | Jordan Botta,2,endorsed | opponent,Democratic,mixed,"Pittsburgh City Council, District 7",resolution_source_unavailable,national_census_resolutions_2023_2024.csv:20:recihG0fIKbvStGIg,high,City of Pittsburgh / Allegheny County,resolution_source_unavailable,national_census_resolutions_2023_2024.csv:20:recihG0fIKbvStGIg,high,Pennsylvania,PA,resolution_source_unavailable,national_census_resolutions_2023_2024.csv:20:recihG0fIKbvStGIg,high,,source_unavailable,national_census_resolutions_2023_2024.csv:20:recihG0fIKbvStGIg,,https://www.alleghenycounty.us/Government/Elections/Election-Results,resolution_supporting,candidate_controlled,national_census_resolutions_2023_2024.csv:20:recihG0fIKbvStGIg,high,Jordan Botta,corpus_candidate_set,,resolution_source_unavailable,national_census_resolutions_2023_2024.csv:20:recihG0fIKbvStGIg,d gross | deb gross | j botta | jor botta | jordan botta,national-recihG0fIKbvStGIg-dem-primary,1,
national-recxFBpmHW4uAhpHQ-dem-primary,tracked_dsa_endorsed_democratic_primary,2021-09-14,2021,Democratic,Justin Farmer,Justin Farmer,,,Justin Farmer,1,endorsed,Democratic,inferred,"Legislative Council, Hamden District 5",resolution_verified,national_census_resolutions_2021_2022.csv:25:recxFBpmHW4uAhpHQ,verified,Hamden,resolution_verified,national_census_resolutions_2021_2022.csv:25:recxFBpmHW4uAhpHQ,verified,Connecticut,CT,resolution_verified,national_census_resolutions_2021_2022.csv:25:recxFBpmHW4uAhpHQ,verified,https://electionhistory.ct.gov/,resolution_verified,national_census_resolutions_2021_2022.csv:25:recxFBpmHW4uAhpHQ,verified,,unresolved,,,,,unresolved,,resolution_verified,national_census_resolutions_2021_2022.csv:25:recxFBpmHW4uAhpHQ,j farmer | jus farmer | justin farmer,national-recxFBpmHW4uAhpHQ-dem-primary,1,certified_opponents
national-recz9WOUNjTC3V34x-dem-primary,tracked_dsa_endorsed_democratic_primary,2026-06-02,2026,Democratic,Meg Anandarangam,Meg Anandarangam,,Robert Graham | Yasmin Griffin,Meg Anandarangam | Robert Graham | Yasmin Griffin,3,endorsed | opponent,Democratic,verified,"Plainfield City Council, Ward 1",resolution_source_unavailable,national_census_resolutions_2025_2026.csv:27:recz9WOUNjTC3V34x,high,Plainfield,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:27:recz9WOUNjTC3V34x,high,New Jersey,NJ,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:27:recz9WOUNjTC3V34x,high,,source_unavailable,national_census_resolutions_2025_2026.csv:27:recz9WOUNjTC3V34x,,https://megforqueencity.com/,resolution_supporting,candidate_controlled,national_census_resolutions_2025_2026.csv:27:recz9WOUNjTC3V34x,high,Robert Graham | Yasmin Griffin,corpus_candidate_set,,resolution_source_unavailable,national_census_resolutions_2025_2026.csv:27:recz9WOUNjTC3V34x,m anandarangam | meg anandarangam | r graham | rob graham | robert graham | y griffin | yas griffin | yasmin griffin,national-recz9WOUNjTC3V34x-dem-primary,1,
nyc-mayor-dem-primary-2025,tracked_dsa_endorsed_democratic_primary,2025-06-24,2025,Democratic,Zohran Mamdani,Zohran Mamdani,,Adrienne E. Adams | Andrew M. Cuomo | Brad Lander | Jessica Ramos | Michael Blake | Paperboy Love Prince | Scott M. Stringer | Selma K. Bartholomew | Whitney R. Tilson | Zellnor Myrie,Adrienne E. Adams | Andrew M. Cuomo | Brad Lander | Jessica Ramos | Michael Blake | Paperboy Love Prince | Scott M. Stringer | Selma K. Bartholomew | Whitney R. Tilson | Zellnor Myrie | Zohran Mamdani,11,endorsed | opponent,Democratic,verified,Mayor,manual_verified,nyc-mayor-dem-primary-2025,verified,New York City,manual_verified,nyc-mayor-dem-primary-2025,verified,New York,NY,manual_verified,nyc-mayor-dem-primary-2025,verified,https://www.vote.nyc/sites/default/files/news/2025-05/6_3_2025%203_04_37%20PM_Contest%20List.pdf,manual_verified,nyc-mayor-dem-primary-2025,verified,,unresolved,,,,Adrienne E. Adams | Andrew M. Cuomo | Brad Lander | Jessica Ramos | Michael Blake | Paperboy Love Prince | Scott M. Stringer | Selma K. Bartholomew | Whitney R. Tilson | Zellnor Myrie,manual_verified,NYC-DSA,manual_verified,nyc-mayor-dem-primary-2025,a adams | a cuomo | a e | a m | adr adams | adr e | adrienne adams | adrienne e | adrienne e adams | and cuomo | and m | andrew cuomo | andrew m | andrew m cuomo | b lander | bra lander | brad lander | j ramos | jes ramos | jessica ramos | m blake | mic blake | michael blake | p love | p prince | pap love | pap prince | paperboy love | paperboy love prince | paperboy prince | s bartholomew | s k | s m | s stringer | sco m | sco stringer | scott m | scott m stringer | scott stringer | sel bartholomew | sel k | selma bartholomew | selma k | selma k bartholomew | w r | w tilson | whi r | whi tilson | whitney r | whitney r tilson | whitney tilson | z mamdani | z myrie | zel myrie | zellnor myrie | zoh mamdani | zohran mamdani,nyc-mayor-dem-primary-2025,1,
race-008359a3ae2f818fb2a9,other_corpus_race,2024-11-05,2024,Democratic,Devin Davis,Devin Davis,,Christy Lynch | Devin Lance Graham | Shondrell Perrilloux | Troy A. Carter Sr.,Christy Lynch | Devin Davis | Devin Lance Graham | Shondrell Perrilloux | Troy A. Carter Sr.,5,endorsed | opponent,Democratic | Republican,source_unavailable | verified,US House,resolution_verified,race_registry_resolutions_2023_2024.csv:4,verified,District 2,resolution_verified,race_registry_resolutions_2023_2024.csv:4,verified,Louisiana,LA,resolution_verified,race_registry_resolutions_2023_2024.csv:4,verified,https://voterportal.sos.la.gov/graphical,resolution_verified,race_registry_resolutions_2023_2024.csv:4,verified,,unresolved,,,,Christy Lynch | Devin Lance Graham | Shondrell Perrilloux | Troy A. Carter Sr.,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:4,c lynch | chr lynch | christy lynch | d davis | d graham | d lance | dev davis | dev graham | dev lance | devin davis | devin graham | devin lance | devin lance graham | s perrilloux | sho perrilloux | shondrell perrilloux | t a | t carter | tro a | tro carter | troy a | troy a carter | troy carter,race-008359a3ae2f818fb2a9,1,
race-01544fd6f43d869a7792,other_corpus_race,2024-06-25,2024,Democratic,,,,Michael Benedetto,Michael Benedetto,1,opponent,Democratic,source_unavailable,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Michael Benedetto,corpus_candidate_set,,corpus_only,,m benedetto | mic benedetto | michael benedetto,race-01544fd6f43d869a7792,1,office | jurisdiction | state | official_election_source
race-0159b30b2abfcca8ea6b,tracked_dsa_endorsed_democratic_primary,2025-06-24,2025,Democratic,Alexa Avilés,Alexa Avilés,,Ling Ye,Alexa Avilés | Ling Ye,2,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:4,high,District 38,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:4,high,New York,NY,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:4,high,,source_unavailable,race_registry_resolutions_2025_2026.csv:4,,,unresolved,,,,Ling Ye,corpus_candidate_set,,resolution_source_unavailable,race_registry_resolutions_2025_2026.csv:4,a aviles | ale aviles | alexa aviles | l ye | lin ye | ling ye,race-0159b30b2abfcca8ea6b,1,
race-017fe96eb07366f790ea,tracked_dsa_endorsed_democratic_primary,2024-06-25,2024,Democratic,Eon Tyrell Huntley,Eon Tyrell Huntley,,Stefani L. Zinerman,Eon Tyrell Huntley | Stefani L. Zinerman,2,endorsed | opponent,Democratic,source_unavailable | verified,State Assembly,resolution_verified,race_registry_resolutions_2023_2024.csv:35 | race_registry_resolutions_2023_2024.csv:5,verified,District 56,resolution_verified,race_registry_resolutions_2023_2024.csv:35 | race_registry_resolutions_2023_2024.csv:5,verified,New York,NY,resolution_verified,race_registry_resolutions_2023_2024.csv:35 | race_registry_resolutions_2023_2024.csv:5,verified,https://results.elections.ny.gov/,resolution_verified,race_registry_resolutions_2023_2024.csv:35 | race_registry_resolutions_2023_2024.csv:5,verified,,unresolved,,,,Stefani L. Zinerman,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:35 | race_registry_resolutions_2023_2024.csv:5,e huntley | e tyrell | eon huntley | eon tyrell | eon tyrell huntley | s l | s zinerman | ste l | ste zinerman | stefani l | stefani l zinerman | stefani zinerman,race-017fe96eb07366f790ea | race-5c72cfd566dcc338d6c1,2,
race-01a8a2624bb11b60a39a,other_corpus_race,2020-08-04,2020,,Joshua Collins,Joshua Collins,,Beth Doglio | Dean Johnson | Don Hewett | Eric LeMay | Gordon Allen Pross | Jackson Maynard | Kristine M. Reeves | Marilyn Strickland | Mary Bacon | Nancy Dailey Slotnick | Phil Gardner | Ralph Johnson | Randolph (Randy) Bell | Rian Ingrim | Richard Boyce | Ryan Tate | Sam Wright | Todd Buckley,Beth Doglio | Dean Johnson | Don Hewett | Eric LeMay | Gordon Allen Pross | Jackson Maynard | Joshua Collins | Kristine M. Reeves | Marilyn Strickland | Mary Bacon | Nancy Dailey Slotnick | Phil Gardner | Ralph Johnson | Randolph (Randy) Bell | Rian Ingrim | Richard Boyce | Ryan Tate | Sam Wright | Todd Buckley,19,endorsed | opponent,Congress Sucks | Democratic | Essential Workers | Independent | Republican,source_unavailable,,unresolved,,,,unresolved,,,,,unresolved,,,,unresolved,,,,unresolved,,,,Beth Doglio | Dean Johnson | Don Hewett | Eric LeMay | Gordon Allen Pross | Jackson Maynard | Kristine M. Reeves | Marilyn Strickland | Mary Bacon | Nancy Dailey Slotnick | Phil Gardner | Ralph Johnson | Randolph (Randy) Bell | Rian Ingrim | Richard Boyce | Ryan Tate | Sam Wright | Todd Buckley,corpus_candidate_set,,corpus_only,,b doglio | bet doglio | beth doglio | d hewett | d johnson | dea johnson | dean johnson | don hewett | e lemay | eri lemay | eric lemay | g allen | g pross | gor allen | gor pross | gordon allen | gordon allen pross | gordon pross | j collins | j maynard | jac maynard | jackson maynard | jos collins | joshua collins | k m | k reeves | kri m | kri reeves | kristine m | kristine m reeves | kristine reeves | m bacon | m strickland | mar bacon | mar strickland | marilyn strickland | mary bacon | n dailey | n slotnick | nan dailey | nan slotnick | nancy dailey | nancy dailey slotnick | nancy slotnick | p gardner | phi gardner | phil gardner | r bell | r boyce | r ingrim | r johnson | r tate | ral johnson | ralph johnson | ran bell | randolph bell | ria ingrim | rian ingrim | ric boyce | richard boyce | rya tate | ryan tate | s wright | sam wright | t buckley | tod buckley | todd buckley,race-01a8a2624bb11b60a39a,1,office | jurisdiction | state | official_election_source
race-0218abea5bd67b0db8de,tracked_dsa_endorsed_democratic_primary,2024-06-11,2024,Democratic,Valerie Thomason,Valerie Thomason,,Kyle Greenwood | Venise L. Karris,Kyle Greenwood | Valerie Thomason | Venise L. Karris,3,endorsed | opponent,Democratic,source_unavailable | verified,State Assembly,resolution_verified,race_registry_resolutions_2023_2024.csv:54 | race_registry_resolutions_2023_2024.csv:6,verified,District 10,resolution_verified,race_registry_resolutions_2023_2024.csv:54 | race_registry_resolutions_2023_2024.csv:6,verified,Nevada,NV,resolution_verified,race_registry_resolutions_2023_2024.csv:54 | race_registry_resolutions_2023_2024.csv:6,verified,https://www.nvsos.gov/silverstate2024pri/NVAssembly/,resolution_verified,race_registry_resolutions_2023_2024.csv:54 | race_registry_resolutions_2023_2024.csv:6,verified,,unresolved,,,,Kyle Greenwood | Venise L. Karris,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:54 | race_registry_resolutions_2023_2024.csv:6,k greenwood | kyl greenwood | kyle greenwood | v karris | v l | v thomason | val thomason | valerie thomason | ven karris | ven l | venise karris | venise l | venise l karris,race-0218abea5bd67b0db8de | race-9b0675e2de4790a2c295,2,
race-0237c4a27ae65d01b793,tracked_dsa_endorsed_democratic_primary,2024-06-04,2024,Democratic,Janeese Lewis George,Janeese Lewis George,,Lisa Gore | Paul Johnson,Janeese Lewis George | Lisa Gore | Paul Johnson,3,endorsed | opponent,Democratic,source_unavailable | verified,City Council,resolution_verified,race_registry_resolutions_2023_2024.csv:7,verified,Ward 4,resolution_verified,race_registry_resolutions_2023_2024.csv:7,verified,District of Columbia,DC,resolution_verified,race_registry_resolutions_2023_2024.csv:7,verified,https://www.dcboe.org/,resolution_verified,race_registry_resolutions_2023_2024.csv:7,verified,,unresolved,,,,Lisa Gore | Paul Johnson,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2023_2024.csv:7,j george | j lewis | jan george | jan lewis | janeese george | janeese lewis | janeese lewis george | l gore | lis gore | lisa gore | p johnson | pau johnson | paul johnson,race-0237c4a27ae65d01b793,1,
race-0238993b2ccb424dc347,tracked_dsa_endorsed_democratic_primary,2026-08-04,2026,Democratic,Rashida Tlaib,Rashida Tlaib,,Byron H. Nolen | Shanelle Jackson,Byron H. Nolen | Rashida Tlaib | Shanelle Jackson,3,endorsed | opponent,Democratic,source_unavailable | verified,US House,resolution_verified,race_registry_resolutions_2025_2026.csv:25 | race_registry_resolutions_2025_2026.csv:5,verified,District 12,resolution_verified,race_registry_resolutions_2025_2026.csv:25 | race_registry_resolutions_2025_2026.csv:5,verified,Michigan,MI,resolution_verified,race_registry_resolutions_2025_2026.csv:25 | race_registry_resolutions_2025_2026.csv:5,verified,,unresolved,,,https://tlaib.house.gov/,resolution_supporting,incumbent_office,race_registry_resolutions_2025_2026.csv:25 | race_registry_resolutions_2025_2026.csv:5,high,Byron H. Nolen | Shanelle Jackson,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2025_2026.csv:25 | race_registry_resolutions_2025_2026.csv:5,b h | b nolen | byr h | byr nolen | byron h | byron h nolen | byron nolen | r tlaib | ras tlaib | rashida tlaib | s jackson | sha jackson | shanelle jackson,race-0238993b2ccb424dc347 | race-4203a44e4268ffb9f421,2,official_election_source
race-026beb7df1654b4ca5c4,tracked_dsa_endorsed_democratic_primary,2018-06-12,2018,Democratic,Robert L. Langford,Robert L. Langford,,Steve Wolfson,Robert L. Langford | Steve Wolfson,2,endorsed | opponent,Democratic,verified,District Attorney,resolution_verified,race_registry_resolutions_2017_2019.csv:3,verified,Clark County,resolution_verified,race_registry_resolutions_2017_2019.csv:3,verified,Nevada,NV,resolution_verified,race_registry_resolutions_2017_2019.csv:3,verified,https://www.nvsos.gov/sos/elections/election-information/previous-elections/election-results/2018-election-results/2018-primary-election-results,resolution_verified,race_registry_resolutions_2017_2019.csv:3,verified,,unresolved,,,,Steve Wolfson,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2017_2019.csv:3,r l | r langford | rob l | rob langford | robert l | robert l langford | robert langford | s wolfson | ste wolfson | steve wolfson,race-026beb7df1654b4ca5c4,1,
race-02c4c65549e1b95a5ad9,tracked_dsa_endorsed_democratic_primary,2021-05-18,2021,Democratic,Erik Rodriguez | Natalie Santos | Patrick Palmer,Erik Rodriguez | Natalie Santos | Patrick Palmer,,Cynthia Mota | Daryl L Hendricks | Ed Zucal | Erik Rodriguez | Justan Fields | Natalie Santos | Patrick Palmer | Santo Napoli | Tino Babayan,Cynthia Mota | Daryl L Hendricks | Ed Zucal | Erik Rodriguez | Justan Fields | Natalie Santos | Patrick Palmer | Santo Napoli | Tino Babayan,9,endorsed | opponent,Democratic,source_unavailable,City Council At-Large,resolution_verified,race_registry_resolutions_2021_2022.csv:2,verified,Allentown,resolution_verified,race_registry_resolutions_2021_2022.csv:2,verified,Pennsylvania,PA,resolution_verified,race_registry_resolutions_2021_2022.csv:2,verified,https://www.lehighcounty.org/Departments/Voter-Registration/Election-Results,resolution_verified,race_registry_resolutions_2021_2022.csv:2,verified,,unresolved,,,,Cynthia Mota | Daryl L Hendricks | Ed Zucal | Erik Rodriguez | Justan Fields | Natalie Santos | Patrick Palmer | Santo Napoli | Tino Babayan,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2021_2022.csv:2,c mota | cyn mota | cynthia mota | d hendricks | d l | dar hendricks | dar l | daryl hendricks | daryl l | daryl l hendricks | e rodriguez | e zucal | ed zucal | eri rodriguez | erik rodriguez | j fields | jus fields | justan fields | n santos | nat santos | natalie santos | p palmer | pat palmer | patrick palmer | s napoli | san napoli | santo napoli | t babayan | tin babayan | tino babayan,race-02c4c65549e1b95a5ad9,1,
race-0371ba58189e203d8e3e,tracked_dsa_endorsed_democratic_primary,2020-06-23,2020,Democratic,Adam L. Bojak,Adam L. Bojak,,Jonathan D. Rivera | Robert Quintana,Adam L. Bojak | Jonathan D. Rivera | Robert Quintana,3,endorsed | opponent,Democratic,source_unavailable,State Assembly,resolution_verified,race_registry_resolutions_2020.csv:3,verified,District 149,resolution_verified,race_registry_resolutions_2020.csv:3,verified,New York,NY,resolution_verified,race_registry_resolutions_2020.csv:3,verified,https://elections.ny.gov/system/files/documents/2024/01/certifiedjune232020stateprimaryresults.pdf,resolution_verified,race_registry_resolutions_2020.csv:3,verified,,unresolved,,,,Jonathan D. Rivera | Robert Quintana,corpus_candidate_set,,resolution_verified,race_registry_resolutions_2020.csv:3,a bojak | a l | ada bojak | ada l | adam bojak | adam l | adam l bojak | j d | j rivera | jon d | jon rivera | jonathan d | jonathan d rivera | jonathan rivera | r quintana | rob quintana | robert quintana,race-0371ba58189e203d8e3e,1,
