record_id,campaign,office,office_types,national_endorsement,election_date,endorsing_chapters,primary_result,general_result,created_time,source_view_url,source_presence,retrieved_at
reczNGJFNvWV3tJP6,Sarah Parady,"Denver City Council, At-Large",Municipal,Endorsed 2023,2023-04-04,Denver,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recY9X77VlERHfisp,Tiffany Caudill,"Denver City Council, District 2",Municipal,Endorsed 2023,2023-04-04,Denver,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reccnjYxeuncMERra,Austin Police Oversight Act,Municipal Ballot Measure,Ballot Initiative,Endorsed 2023,2023-05-06,Austin,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recj7HoMPA2k8CkqE,Amanda McIllmurray,City Council - At Large,Municipal,Endorsed 2023,2023-05-16,Philadelphia,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recugNOrJOF9auClX,Andrés Celin,"Philadelphia City Council, District 7",Municipal,Endorsed 2023,2023-05-16,Philadelphia,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recr8H0wjmF2OjP2m,Darwin Leuba,Allegheny County Controller,County,Endorsed 2023,2023-05-16,Pittsburgh,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recuJzTy2fd8H356C,David McMahon,"Norristown City Council, District 2",Municipal,Endorsed 2023,2023-05-16,Philadelphia,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recihG0fIKbvStGIg,Deb Gross,"Pittsburgh City Council, District 7",Municipal,Endorsed 2023,2023-05-16,Pittsburgh,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec0ntzcTu773zMP5,Dennis McDermott,"Allegheny County Council, District 11",County,Endorsed 2023,2023-05-16,Pittsburgh,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQSO78hZMcN2Klv,Seth Anderson-Oberman,"Philadelphia City Council, District 8",Municipal,Endorsed 2023,2023-05-16,Philadelphia,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recXfg2Jap6zuKqKW,VOTE YES for Eviction Representation for All,"Multnomah County, Oregon",Housing/Rent,Endorsed 2022,2023-05-16,Portland,N/A,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recM6hKwqHT8vBVlx,Candi CdeBaca,"Denver City Council, District 9- incumbent, locally endorsed in 2019",Municipal,Endorsed 2023,2023-06-06,Denver,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recC1dFoJQLzsm6JE,Shannon Hoffman,"Denver City Council, District 10",Municipal,Endorsed 2023,2023-06-06,Denver,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recJcj8CAUTTpW3xY,No on Vacancy Decontrol (we dont have an official name yet),Ballot Question,Ballot Initiative,Endorsed 2023,2023-06-13,Maine,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec4MppDzs4UW9GXx,Carolyn Delvecchio Hoffman,"Monroe County Legislature, LD25",County,Endorsed 2023,2023-06-27,Rochester,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recjxE9zmIZOzEOJm,Mary Lupien,"Rochester City Council, East District",Municipal,Endorsed 2023,2023-06-27,Rochester,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec9QJu0mrN53kTmf,Nathan Sitaraman ,"Ithaca Common Council, Ward 3",Municipal,Endorsed 2023,2023-06-27,Ithaca,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reckut7Dze905XJLb,Oscar Brewer,"Monroe County Legislature, LD 21",County,Endorsed 2023,2023-06-27,Rochester,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec2YxVKgQvl419YF,Phoebe Brown ,"Ithaca Common Council, Ward 1",Municipal,Endorsed 2023,2023-06-27,Ithaca,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recosNsVk792ay2KS,"Abortion Ballot Initiative- No in August, Yes in November",N/A,Ballot Initiative,Endorsed 2023,2023-08-08,Cleveland,N/A,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec63p8oGeskh0Z6U,NO on amendment 1 for August 8’s special election,Ohio State Constiution,State | Ballot Initiative,Endorsed 2023,2023-08-08,Metro Cincinnati & Northern Kentucky,N/A,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recqhVhezVZV6gtWM,"NO, State Issue 1",n/a,Ballot Initiative,Endorsed 2023,2023-08-08,Columbus,N/A,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recvw6f7hojKrLxQA,Ohio Issue 1,n/a,Ballot Initiative,Endorsed 2023,2023-08-08,Akron,N/A,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recw3fD8xmMNFvfAK, Robin Wonsley,"Minneapolis City Council, Ward 2",Municipal,Endorsed 2023,2023-11-07,Twin Cities,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reckkvNgxcM5RqRIn,Affordable Housing Fund,Cincinnati Municipal Ballot Measure,Ballot Initiative,Endorsed 2023,2023-11-07,Metro Cincinnati & Northern Kentucky,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reca9o06zqd5iGdKI,Alma Castro,"Santa Fe City Council, District 1",Municipal,Endorsed 2023,2023-11-07,Santa Fe,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recEtjIwGcErrRKxw,Dan Totten,Cambridge City Council,Municipal,Endorsed 2023,2023-11-07,Boston,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recKFYtYVVp1Bx7pP,JT Scott,"Somerville City Council, At-Large",Municipal,Endorsed 2023,2023-11-07,Boston,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recY63VZuHUkVLdBP,Jalen McKee-Rodriguez,City Council District 2,Municipal,Endorsed 2023,2023-11-07,San Antonio,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recNnYnq8MlNsAWhb,Jamika Scott,Tacoma City Council District 3,Municipal,Endorsed 2023,2023-11-07,Tacoma & Pierce County,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recpfDTQ7B5KMUSLG,Jesse Brown,Indianapolis CIty County Council district 13,Municipal | County,Endorsed 2023,2023-11-07,Central Indiana,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recGBAmp2jIVbv3qk,Jivan Sobrinho-Wheeler,Cambridge City Council,Municipal,Endorsed 2023,2023-11-07,Boston,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec7gQBHTfBgNJZia,Joel Richards,"Boston City Council, District 3",Municipal,Endorsed 2023,2023-11-07,Boston,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reclwyXIh1blLUIk4,Jorge DeFendini,"Ithaca Common Council, Alderperson, Ward 4",Municipal,Endorsed 2023,2023-11-07,Ithaca,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recDNCCmXVCOgNS6I,Kayla Matos ,"Common Council, Ward 1 ",Municipal,Endorsed 2023,2023-11-07,Ithaca,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reckrezXeAUJ5bHni,Landlord Fairness Code: A Tenant's Bill of Rights Measure 1,City of Tacoma Ballot Initiative ,Ballot Initiative,Endorsed 2023,2023-11-07,Tacoma & Pierce County,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recVbByBCMBWxq6CH,NO on Question A: An Act to Exempt Small Landlords from the Portland's (sic) Rent-Control Ordinance,Portland Municipal Ballot Referendum,Housing/Rent | Municipal,Endorsed 2023,2023-11-07,Maine,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recV31aKZ2zcgZaty,NO on the Sale of Cincinnati Southern Railway to Norfolk Southern,"Ballot Initiative, Cincinnati",Ballot Initiative | Municipal,Endorsed 2023,2023-11-07,Metro Cincinnati & Northern Kentucky,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recOVnX6Ymj3BIbmE,Nelsie Yang,"Saint Paul City Council, Ward 6",Municipal,Endorsed 2023,2023-11-07,Twin Cities,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recEZ7KE8XZD0vvoI,Proposition A - Houston Municipal Election 2023,Houston City Charter Amendment,Ballot Initiative,Endorsed 2023,2023-11-07,Houston,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recZC4rrk6UcFLB4F,Sam Schmidt,Allegheny County Council District 13 ,County,Endorsed 2023,2023-11-07,Pittsburgh,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec42m4Nviv0vKxtg,Soren Stevenson,"Minneapolis City Council, Ward 8",Municipal,Endorsed 2023,2023-11-07,Twin Cities,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recIFORykJEGxMheF,Teri Castillo,City Council District 5,Municipal,Endorsed 2023,2023-11-07,San Antonio,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recV1dQ7V6TUugKMh,Vote No on Ballot Measure by city resolution 120-23 retaining TABOR funds to build a police training facility,City of Colorado Springs - City Council & the Office of the Mayor,Ballot Initiative,Endorsed 2023,2023-11-07,Colorado Springs,N/A,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recDMT98gS8Gy47PT,Willie Burnley Jr. ,"Somerville City Council, At-Large",Municipal,Endorsed 2023,2023-11-07,Boston,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recKEWlnPQE3CGlAf,Yes on Issue 1,Statewide measure,Ballot Initiative,Endorsed 2023,2023-11-07,Dayton-Miami Valley | Akron | Metro Cincinnati & Northern Kentucky | Cleveland | Columbus,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec3lmxvJzMStrlsg,Zac Bears,"Medford City Council, At-Large",Municipal,Endorsed 2023,2023-11-07,Boston,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recfNzG6xDJKErP3p,Raise the Wage Renton - Ballot Measure - YES,"Ballot Measure in Renton, WA",Ballot Initiative,Endorsed 2024,2024-02-13,Seattle,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recV0UkdIoZZLTZJA,Marek Broderick,"Burlington City Council, Ward 8",Municipal,Endorsed 2024,2024-03-05,Green Mountain,Win,Win,2024-01-25T18:40:37.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recdA1zxh6dgrX8Ze,No Preference,President (Democratic Primary),Federal,Endorsed 2024,2024-03-05,Triangle | Charlotte Metro | Wilmington | Asheville,N/A,N/A,2024-03-02T23:59:38.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recHp6EK90qftDBF4,Noncommitted Colorado,Presidential Primary,Federal,Endorsed 2024,2024-03-05,Boulder | Denver | Northern Colorado | Colorado Springs,N/A,N/A,2024-02-29T01:39:02.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recHqHDelUbTDcADK,Sally Lieber,Santa Clara County Board of Supervisors District 5,County,Endorsed 2024,2024-03-05,Silicon Valley,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rectSqCEAEcdI6tAG,Vote Uncommitted MN,US Presidential Primary,Federal,Endorsed 2024,2024-03-05,Twin Cities,N/A,N/A,2024-02-27T03:41:01.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recWjNfzDxv4OoMF8,Vote Uncommitted MN ,Office of the President ,Federal,Endorsed 2024,2024-03-05,Twin Cities,N/A,N/A,2024-02-28T04:37:09.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recA9QXG2AH87wf3r,Uncommitted WA,Presidential Democratic Primary,Federal,Endorsed 2024,2024-03-12,Seattle,N/A,N/A,2024-02-28T05:53:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reclxp3T9dH9LV4Fr,Vote Uncommitted Campaign,Tacoma,Federal | Party Position,Endorsed 2024,2024-03-12,Tacoma & Pierce County,N/A,N/A,2024-03-02T02:12:51.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recBQOaLx4RdHlmiJ,Vote to Stop Cop City - YES Campaign,City of Atlanta - Ballot Measure,Ballot Initiative,Endorsed 2023,2024-03-12,Atlanta,Loss,Loss,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recGJpvPTXcH8skjY,Alex Kostal,"Milwaukee County Board of Supervisors, District 3",County,Endorsed 2024,2024-04-02,Milwaukee,Loss,N/A,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recE8YYIfh94IKvUj,Uncommitted option in the CT presidential democratic primary,State of Connecticut,Federal,Endorsed 2024,2024-04-02,Connecticut,N/A,N/A,2024-03-08T18:43:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec7prAiHBLVApIQr,Uninstructed Campaign,Wisconsin,Federal | Party Position,Endorsed 2024,2024-04-02,Milwaukee,N/A,N/A,2024-03-04T23:06:53.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recL43Kxp0aA2n6hn,Uninstructed Campaign,"President of the United States, Democratic Party",Federal,Endorsed 2024,2024-04-02,Madison Area,N/A,N/A,2024-03-08T03:36:33.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQoGjxiRVDy7b31,Uncommitted in Maryland's Democratic Presidential Primary by May 14th,Maryland Democratic Primary for President,Party Position | Federal,Endorsed 2024,2024-05-14,Metro DC,N/A,N/A,2024-03-14T03:17:08.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec9hQPHZzzwW8OCq,Gabriel Sanchez,"State Representative, District 42",State,Endorsed 2024,2024-05-21,Atlanta,Win,Win,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recuhd29BKEqljPpq,JP Lyninger,"Louisville Metro Council, District 6",Municipal,Endorsed 2024,2024-05-21,Louisville,Win,Win,2024-01-29T20:01:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recI2FQBqP7CaSWcn,Joshua Crowder,"Louisville Metro Council, District 4",Municipal,Endorsed 2024,2024-05-21,Louisville,Loss,N/A,2024-01-29T19:58:38.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
receGtoCyuMad4OWE,Soli Alpert,Berkeley City Council District 4,Municipal,Endorsed 2024,2024-05-28,East Bay,Loss,N/A,2024-03-29T19:16:09.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recFpnfRH91GhS0xJ,Uncommitted NJ,Democratic Party Nominee for President - New Jersey ,Federal,Endorsed 2024,2024-06-04,South New Jersey | Central New Jersey | North New Jersey,N/A,N/A,2024-03-24T17:59:42.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reciQbwjLgsjGVDVK,Valerie (Val) Thomason,"Nevada Assembly, District 10",State,Endorsed 2024,2024-06-11,Las Vegas,Loss,N/A,2024-04-05T18:15:29.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rece5KmMBPLzulPEY,Bryan Lindstrom,"Colorado State House, District 36",State,Endorsed 2024,2024-06-25,Denver,Loss,N/A,2024-01-25T18:32:41.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recps8ZA2uGU74YDI,Claire Valdez,NY State Assembly District 37,State,Endorsed 2024,2024-06-25,New York City,Win,Win,2024-04-28T19:01:08.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recCXmRoAkyzHYuZT,Eon Tyrell Huntley,State Assembly District 56,State,Endorsed 2024,2024-06-25,New York City,Loss,N/A,2024-04-25T16:32:22.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recsvbN7H1r7WvQLx,Jonathan Soto,"New York State Assembly, District 82",State,Endorsed 2024,2024-06-25,New York City,Loss,N/A,2024-04-30T20:01:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recnFIEFZJXVlOcNK,Tim Hernández,"Colorado State House, District 4",State,Endorsed 2024,2024-06-25,Denver,Loss,N/A,2024-01-25T18:36:20.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recvWzjOQF61bA8aZ,Protect the People's Voice,N/A,Ballot Initiative,Endorsed 2024,2024-08-01,Northeast Tennessee,Win,N/A,2024-05-08T21:52:51.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recbvH4Yz4rxjjTmx,Devin Rydel Kelly,"Washington State Representative, District 27, Position 2",State,Endorsed 2024,2024-08-06,Tacoma & Pierce County,Loss,Loss,2024-03-15T15:32:29.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recU438hVoqqbXlC9,Layla Taha,"Michigan State Representative, HD 25",State,Endorsed 2024,2024-08-06,Metro Detroit,Loss,N/A,2024-05-14T14:21:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
