record_id,campaign,office,office_types,national_endorsement,election_date,endorsing_chapters,primary_result,general_result,created_time,source_view_url,source_presence,retrieved_at
recaAwORuk1axWtDd,Shaun Scott,"WA State Legislature (WA-43rd, Position 2)",State,Endorsed 2024,2024-08-06,Seattle,Win,Win,2024-05-08T18:57:27.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recJ7d0Zgig5Kwrwg,Cori Bush,US Congress MO-1,Federal,Endorsed 2024,2024-08-08,St. Louis,Loss,N/A,2024-07-13T15:35:59.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reccghzVYlhugebUm,Tanya Vyhovsky,Vermont State Senate (Chi-Central),State,Endorsed 2024,2024-08-13,Green Mountain,Win,Win,2024-05-17T22:46:18.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recTzHPHCPXTSMO6x,Evan MacKay,"Massachusetts House of Representatives, District 25th Middlesex",State,Endorsed 2024,2024-09-03,Boston,Loss,N/A,2024-03-14T21:22:36.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recFPe8jqlujxsTjE,ARIZONA WORKS TOGETHER: Right-To-Work Abolition Ballot Measure (YES campaign),AZ state-level Constitutional Amendment introduced via Citizen Initiated Ballot Measure,Ballot Initiative,Endorsed 2024,2024-11-05,Phoenix,Loss,N/A,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reczocJwLOhFnD8Dp,Amendment to Limit Government Interference with Abortion - YES,Statewide - Florida,Ballot Initiative,Endorsed 2024,2024-11-05,Palm Beach & Treasure Coast | Pensacola | Broward County | Pinellas County | Tampa | Jacksonville | Miami | Orlando,Loss,Loss,2024-02-05T22:05:23.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recmMivLpylZBVX7f,Dean Preston ,"San Francisco Supervisor, District 5",Municipal,Endorsed 2024,2024-11-05,San Francisco,Runoff,Runoff,2024-01-02T16:37:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reciWTevwOGwgBshI,Devin Davis,US Congress (LA-02),Federal,Endorsed 2024,2024-11-05,New Orleans,Loss,Loss,2024-07-09T03:25:11.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recN1sfCyBMQZQ2Ty,Mike Siegel,"Austin City Council, District 7",Municipal,Endorsed 2024,2024-11-05,Austin,Runoff,Runoff,2024-05-22T15:17:50.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recoPCbGVrdZgFZSj,Mitch Green,"Portland City Council, District 4",Municipal,Endorsed 2024,2024-11-05,Portland,Win,Win,2024-10-04T01:43:01.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQKsGBupVR5DJJr,No on Amendment 2 in Kentucky,Ballot Question,Ballot Initiative,Endorsed 2024,2024-11-05,Metro Cincinnati & Northern Kentucky,Win,Win,2024-08-23T18:16:36.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reco5Suuh7T7UX3ah,Rep. Madinah Wilson-Anton,"Delaware State Representative, District 26",State,Endorsed 2024,2024-11-05,Delaware,Win,Win,2024-07-30T01:19:27.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recyusfFiwea6lOnK,Tiffany Koyama-Lane,Portland City Council District 3 ,Municipal,Endorsed 2024,2024-11-05,Portland,Win,Win,2024-05-15T21:45:00.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recV3hBLuVhIObZqg,Wes Pelletier,Portland City Council,Municipal,Endorsed 2024,2024-11-05,Maine,Win,Win,2024-10-03T00:54:42.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recV95zeJbsXTXPNt,"YES on City of Everett Initiative 24-01, Campaign Name: ""Everett Deserves A Raise"" (EDAR) - https://www.everettdeservesaraise.com/
NO on City of Everett Initiative 24-02, Campaign Name: ""Raise the Wage Responsibly""",City of Everett ,Ballot Initiative,Endorsed 2024,2024-11-05,Snohomish County,Win,Win,2024-08-20T22:27:23.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reczY4Df8yHkma6r1,Alex Brower,"Milwaukee Common Council, District 3",Municipal,Endorsed 2025,2025-02-18,Milwaukee,Running,,2024-12-28T01:50:08.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec0hr8T0Jp3xZnsH,Maryah Lauer ,"Colorado Springs City Council, District 3",Municipal,Endorsed 2025,2025-04-01,Colorado Springs,,,2025-02-09T00:42:56.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recRUgOzLYMF556Ef,Hannah Shvets,"Alderperson Ward 5, City of Ithaca",Municipal,Endorsed 2025,2025-06-24,Ithaca,,,2025-03-01T02:38:34.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reciWW5o3Sg5OjAgj,Jorge DeFendini,"Alderperson Ward 1, Ithaca Common Council",Municipal,Endorsed 2025,2025-06-24,Ithaca,,,2025-03-01T02:37:16.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recsdRN9yNMEfgKkl,Tammy Honeywell,"Onondaga County Legislature, District 8",County,Endorsed 2025,2025-06-24,Syracuse,,,2025-02-16T16:33:05.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rececXGWuj2OpabFK,Denzel McCampbell,"Detroit City Council, District 7",Municipal,Endorsed 2025,2025-08-05,Metro Detroit,,,2025-03-19T00:41:29.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recUnv6j1jzrj1hzI,Willie Burnley Jr.,"Mayor of Somerville, MA",Municipal,Endorsed 2025,2025-09-16,Boston,,,2025-05-02T16:36:06.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recWDoySwlwG8jPNs,Adam Schneider,"Minneapolis Park and Recreation Board, At-Large",Municipal,Endorsed 2025,2025-11-04,Twin Cities,,,2025-05-26T20:34:33.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reciWNUD0gbIUsAXx,Ayah Al-Zubi,Cambridge City Council,Municipal,Endorsed 2025,2025-11-04,Boston,,,2025-07-08T16:40:15.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recPfQFts8ZeRYMA5,Daniel Atonna,"Poughkeepsie Common Council, Ward 8",Municipal,Endorsed 2025,2025-11-04,Mid-Hudson Valley,,,2025-02-27T02:05:12.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recLuXlurRN0Jq5FU,Danny Nowell,Carrboro Town Council,Municipal,Endorsed 2025,2025-11-04,Triangle,,,2025-08-15T12:12:51.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recgan5czr5iKJm85,Frankie Fritz,Greenbelt City Council,Municipal,Endorsed 2025,2025-11-04,Metro DC,,,2025-08-21T22:07:28.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recjgA40ztt3bKqCX,Jake Ephros,"Jersey City Council, Ward D",Municipal,Endorsed 2025,2025-11-04,North New Jersey,,,2025-01-07T16:01:56.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recgT59zrmu9tXDLp,Joel Brooks,"Jersey City Council, Ward B",Municipal,Endorsed 2025,2025-11-04,North New Jersey,,,2025-03-21T13:48:39.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec6n3DyZdNkyuV0B,Kelsea Bond,"Atlanta City Council, District 2",Municipal,Endorsed 2025,2025-11-04,Atlanta,,,2025-01-14T02:49:18.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rece2bjZOtedTsODJ,Michael Westgaard,"Renton City Council, At-Large",Municipal,Endorsed 2025,2025-11-04,Seattle,,,2025-03-07T04:00:08.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recRgJKes4c0jfdAo,Michael Wilson,"Minneapolis Park and Recreation Board, At-Large",Municipal,Endorsed 2025,2025-11-04,Twin Cities,,,2025-05-26T20:34:29.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rechp4eugBV6Zytn0,Robin Wonsley,"Minneapolis City Council, Ward 9",Municipal,Endorsed 2025,2025-11-04,Twin Cities,,,2025-05-26T20:14:25.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recA2gIWi8hXXgtFK,Soren Stevenson,"Minneapolis City Council, Ward 8",Municipal,Endorsed 2025,2025-11-04,Twin Cities,,,2025-05-26T20:18:56.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recYfKV4BZWxvV3mQ,Zev Cook,"Tacoma City Council, District 5",Municipal,Endorsed 2025,2025-11-04,Tacoma & Pierce County,,,2025-01-10T06:54:48.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recDxCfR1DlI0mHSP,Zoelle Lane,"Fort Collins City Council, District 5 ",Municipal,Endorsed 2025,2025-11-04,Northern Colorado,,,2025-07-11T20:57:42.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlm0oDQJkJsCnSr?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recviToiMFYNfNSOW,Andrew Hairston ,Travis County Justice of the Peace Precinct 1,Judicial | County,Endorsed 2026,2026-03-03,Austin,,,2025-12-12T05:11:19.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recRMQooWszbp6quO,Marek Broderick,"Burlington, Vermont City Council, Ward 8",Municipal,Endorsed 2026,2026-03-03,Green Mountain,,,2025-11-23T21:12:21.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec4NBR1BN6NuAg3e,Bobby Nichols,Tempe City Council ,Municipal,Endorsed 2026,2026-03-10,Phoenix,,,2025-09-08T23:25:18.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recNBliDO2cjM1KNt,Andrea Parr,Louisville Metro district 9,Municipal,Endorsed 2026,2026-05-19,Louisville,,,2026-01-13T16:18:00.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recTbCG3vOEtZhINR,Chris Rabb ,PA Congressional District 3,Federal,Endorsed 2026,2026-05-19,Philadelphia,,,2026-02-26T18:19:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec6hdY6ubnImrCzh,Gabriel Sanchez,"Georgia State House of Representatives, District 42",State,Endorsed 2026,2026-05-19,Atlanta,,,2026-02-24T00:16:46.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recetFOhio9eNYJrV,Robert LeVertis Bell,Kentucky State House District 43,State,Endorsed 2026,2026-05-19,Louisville,,,2025-09-06T17:32:42.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recvl9NmKIC1LZ75g,Tammy Carpenter,Oregon House District 27,State,Endorsed 2026,2026-05-19,Portland,,,2025-10-14T01:12:37.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rech9xWEGOvI55xBi,Tim Denson,Mayor,Municipal,Endorsed 2026,2026-05-19,Athens Area,,,2025-11-25T22:36:48.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recz9WOUNjTC3V34x,Meg Anandarangam,"Plainfield City Council, Ward 1",Municipal,Endorsed 2026,2026-06-02,North New Jersey,,,2026-03-29T20:21:52.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQNqsUj76tvw1Lk,Shaun Navarro,Nevada Assembly District 34,State,Endorsed 2026,2026-06-09,Las Vegas,,,2026-02-05T18:24:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQdFcEo1ApenJ8m,Val Thomason,Nevada Assembly District 10,State,Endorsed 2026,2026-06-09,Las Vegas,,,2026-02-05T18:20:42.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recO0shKXx6oKDSpt,Mathewos Samson,"Georgia State House, District 58",State,Endorsed 2026,2026-06-16,Atlanta,,,2026-04-19T00:44:56.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recMMaLPrGETrJj7n,Adam Bojak,NY State Assembly,State,Endorsed 2026,2026-06-23,Buffalo,,,2025-11-25T16:03:27.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recpNdn0UrPirJQdy,Jo Bennett,"Onondaga County Legislator, District 15",County,Endorsed 2026,2026-06-23,Syracuse,,,2026-01-27T19:14:23.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reccQvKcwzLCTIu3M,Tammy Honeywell,Onondaga County Leg District 8,County,Endorsed 2026,2026-06-23,Syracuse,,,2026-01-26T01:47:24.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recIb882Uddxbgzib,Taylor Paden,"Utah State Senate, District 13",State,Endorsed 2026,2026-06-23,Salt Lake,,,2026-02-09T17:53:29.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recu6h1CGs8H4nV5Z,Melat Kiros,US Congress (CO-1),Federal,Endorsed 2026,2026-06-30,Denver,,,2026-03-01T01:09:45.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recaNw1VTGsefZeEI,Chris Gilmer-Hill,"Michigan, House District 8",State,Endorsed 2026,2026-08-04,Metro Detroit,,,2026-03-03T13:31:30.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recQMW9ZcvPukbq3c,Cori Bush,US Congress (MO-01),Federal,Endorsed 2026,2026-08-04,St. Louis,,,2026-04-03T18:08:34.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recrlJal8r1lhHIY9,Dave Zeglen,"Ann Arbor City Council, Ward 4",Municipal,Endorsed 2026,2026-08-04,Huron Valley,,,2025-12-22T14:16:16.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recDXw3CpyWrmjZpF,Donavan McKinney for Congress,US Congress (MI-13),Federal,Endorsed 2026,2026-08-04,Metro Detroit,,,2026-06-26T18:39:08.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recmqzkAybSYLDLNf,Rashida Tlaib ,US House of Representatives | MI Congressional District 12,Federal,Endorsed 2026,2026-08-04,Metro Detroit,,,2026-04-04T20:01:37.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recNaWEl0c4zFUTAf,Alexander Bobella ,"State Senate, Franklin",State,Endorsed 2026,2026-08-11,Green Mountain,,,2026-06-11T21:09:37.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recae7MiNlUlc3sKn,Jeffrey Peterson,Vermont House of Representatives Chittenden-16 District ,State,Endorsed 2026,2026-08-11,Green Mountain,,,2026-06-11T20:58:20.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec4xfDEuRSycSulj,Juliana Bennett,Wisconsin State Assembly District 76,State,Endorsed 2026,2026-08-11,Madison Area,,,2026-05-14T14:25:05.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recebmBUr9WnPx6kC,Matt Gile,"Vermont State House, Chittenden-21 district",State,Endorsed 2026,2026-08-11,Green Mountain,,,2026-04-18T22:12:06.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recnbMsUNv6nIDgpC,Tanya Vyhovsky,Senator (Chittenden Central),State,Endorsed 2026,2026-08-11,Green Mountain,,,2026-06-06T03:08:58.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recLuq6j65wdO419V,Oliver Larkin,US Congress FL-25,Federal,Endorsed 2026,2026-08-18,Broward County | Palm Beach & Treasure Coast,,,2026-01-26T17:38:02.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec1HZ87yfOhNbpkQ,Richie Floyd,"St. Petersburg City Council, District 8",Municipal,Endorsed 2026,2026-08-18,Pinellas County,,,2026-01-14T21:43:02.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recpi1Lnh5n9Y2DEV,Evan MacKay,"25th Middlesex, Massachusetts State House",State,Endorsed 2026,2026-09-01,Boston,,,2026-01-20T23:33:37.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recjI7gIQBJevpReZ,"""Yes on All 3"" -- Question 1, Right to Reproductive Freedom; Question 2, Remove Constitutional Same-Sex Marriage Ban; Question 3, Voting Rights Restoration for Felons Upon Release",N/A,Ballot Initiative,Endorsed 2026,2026-11-03,Metro DC | Richmond,,,2026-08-07T21:01:18.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recOJKXgtQ1SvEfTp,Ashley Herrmann,Florida State Representative District 69,State,Endorsed 2026,2026-11-03,Tampa,,,2026-07-28T01:55:41.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recKSb3YW7vEYVZBr,Brittany Kubicek ,Rhode Island House of Representatives District 5,State,Endorsed 2026,2026-11-03,Rhode Island,,,2026-02-26T18:33:07.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec95CjrPt3lO6kl5,Lesly Muñoz,"Oregon House of Representatives, House District 22",State,Endorsed 2026,2026-11-03,Salem,,,2026-06-18T21:49:04.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rechvg0JU91Y5BN0E,Luke Alfaro-Jungmann,New Mexico State House District 60,State,Endorsed 2026,2026-11-03,Albuquerque,,,2026-04-08T14:51:38.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
rec5aZZVCovbMFYp6,Misael Ramos,"Austin City Council, District 1",Municipal,Endorsed 2026,2026-11-03,Austin,,,2026-08-02T16:52:31.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recEaADWWVtjDwA2N,Nate Adams,"Oakland City Council, District 2",Municipal,Endorsed 2026,2026-11-03,East Bay,,,2026-05-29T06:17:21.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recbFt4pKxaOrEq5V,"No on I-645 (Millionaire’s Tax Repeal), No on I-001 (removes privacy protections for child abuse victims and forces school staff to out LGBTQ+ youth), and No on I-638 (genital inspections to exclude trans youth from participating in school sports)",Statewide ballot initiative (Washington State),Ballot Initiative,Endorsed 2026,2026-11-03,Seattle | Tacoma & Pierce County | Spokane | Whatcom County | North Olympic | Snohomish County,,,2026-08-20T01:19:26.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
recacbmm56Xslz7h9,Robert Hunter,"Alabama State House, District 28",State,Endorsed 2026,2026-11-03,North Alabama,,,2026-03-11T14:24:21.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
reca18nWNJnpVaRRN,Safe Homes for All - YES,n/a,Ballot Initiative,Endorsed 2026,2026-11-03,Tacoma & Pierce County,,,2026-04-10T21:19:02.000Z,https://airtable.com/embed/app41ni7RJppgXEBL/shrlP3Do8lp7E52Ev?backgroundColor=grayLight&viewControls=on,latest_official_views,2026-09-22T16:52:22.768948+00:00
