Precinct_name,Reporting_flag,Pct_Id,Pct_seq_nbr,Reg_voters,Aggregation_ID,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,Candidate_State_ID,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,Election Day_ballots,Election Day_votes,Election Day_under_votes,Election Day_over_votes,Absentee_ballots,Absentee_votes,Absentee_under_votes,Absentee_over_votes,Early Voting_ballots,Early Voting_votes,Early Voting_under_votes,Early Voting_over_votes,Question_ballots,Question_votes,Question_under_votes,Question_over_votes,Remote_ballots,Remote_votes,Remote_under_votes,Remote_over_votes,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",18,"Bishop/Schuerch",C,33,"REP/NON",340,16,12,0,340,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",19,"Bronson/Church",C,34,"REP",340,18,12,0,340,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",20,"Crum/Craig",C,35,"REP",340,10,12,0,340,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",23,"DeVries/Hightower",C,36,"REP",340,0,12,0,340,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",22,"DeWitt/Steere",C,37,"NON",340,14,12,0,340,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",196,"Gilbert/Hickel",C,38,"REP",340,2,12,0,340,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",25,"Heilala/Sumner",C,39,"REP",340,2,12,0,340,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",26,"Hughes/Gettys",C,40,"REP",340,5,12,0,340,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",27,"Kreiss-Tomkins/Johnson",C,41,"DEM/NON",340,109,12,0,340,109,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",5,"Kroll/Nicholson",C,42,"REP/UND",340,0,12,0,340,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",125,"McGuire/Rasmussen",C,43,"REP",340,3,12,0,340,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",28,"Parkin IV/Greer",C,44,"REP/DEM",340,0,12,0,340,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",126,"Payne/Silvers",C,45,"UND",340,1,12,0,340,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"01-600 Ketchikan No. 1",0,"01-600",1,2233,"",5,7,"Governor / Lieutenant Governor","",1,"",29,"Taylor/English",C,46,"REP",340,29,12,0,340,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
